"Step","ctrl_cost 0.5 ant box weight 1 - x_diff","ctrl_cost 0.5 ant box weight 1 - x_diff__MIN","ctrl_cost 0.5 ant box weight 1 - x_diff__MAX"
"62","0.4957055718921689","0.4957055718921689","0.4957055718921689"
"63","-2.1140933729623317","-2.1140933729623317","-2.1140933729623317"
"64","-1.5477690304686418","-1.5477690304686418","-1.5477690304686418"
"65","0.2385615161423377","0.2385615161423377","0.2385615161423377"
"66","-0.16654679407542544","-0.16654679407542544","-0.16654679407542544"
"67","2.0904533810648425","2.0904533810648425","2.0904533810648425"
"68","-0.2675890829115802","-0.2675890829115802","-0.2675890829115802"
"69","-1.1747367933111916","-1.1747367933111916","-1.1747367933111916"
"70","1.0647068313590662","1.0647068313590662","1.0647068313590662"
"71","-1.6500352324246381","-1.6500352324246381","-1.6500352324246381"
"72","-1.5128564737286088","-1.5128564737286088","-1.5128564737286088"
"73","-0.37960269774541344","-0.37960269774541344","-0.37960269774541344"
"74","-1.8088476319381694","-1.8088476319381694","-1.8088476319381694"
"75","0.40001154745577844","0.40001154745577844","0.40001154745577844"
"76","-0.2395670766605346","-0.2395670766605346","-0.2395670766605346"
"77","0.0928395732624535","0.0928395732624535","0.0928395732624535"
"78","0.33775647680011334","0.33775647680011334","0.33775647680011334"
"79","-0.22737052576995112","-0.22737052576995112","-0.22737052576995112"
"80","0.4001708050457474","0.4001708050457474","0.4001708050457474"
"81","1.2530393839791862","1.2530393839791862","1.2530393839791862"
"82","-0.44071071275310003","-0.44071071275310003","-0.44071071275310003"
"83","-2.5546683961536294","-2.5546683961536294","-2.5546683961536294"
"84","0.008844469655235183","0.008844469655235183","0.008844469655235183"
"85","-2.4760452875163836","-2.4760452875163836","-2.4760452875163836"
"86","0.17582153777437293","0.17582153777437293","0.17582153777437293"
"87","-0.4875790169005286","-0.4875790169005286","-0.4875790169005286"
"88","1.071047087389129","1.071047087389129","1.071047087389129"
"89","1.1854625018380405","1.1854625018380405","1.1854625018380405"
"90","-3.2407063746396694","-3.2407063746396694","-3.2407063746396694"
"91","0.839947339945122","0.839947339945122","0.839947339945122"
"92","0.8399264465988833","0.8399264465988833","0.8399264465988833"
"93","-0.26212500343984774","-0.26212500343984774","-0.26212500343984774"
"94","0.6176686337651346","0.6176686337651346","0.6176686337651346"
"95","1.6587794694572573","1.6587794694572573","1.6587794694572573"
"96","-0.4713541682107959","-0.4713541682107959","-0.4713541682107959"
"97","-2.1666050009133104","-2.1666050009133104","-2.1666050009133104"
"98","-0.6860727515483557","-0.6860727515483557","-0.6860727515483557"
"99","0.934952715617768","0.934952715617768","0.934952715617768"
"100","-1.4947824229857045","-1.4947824229857045","-1.4947824229857045"
"101","0.5549497269050498","0.5549497269050498","0.5549497269050498"
"102","1.58009120070566","1.58009120070566","1.58009120070566"
"103","-2.212280298874743","-2.212280298874743","-2.212280298874743"
"104","-1.0880705335087217","-1.0880705335087217","-1.0880705335087217"
"105","0.493946013138479","0.493946013138479","0.493946013138479"
"106","-2.695527859491818","-2.695527859491818","-2.695527859491818"
"107","1.0328601277607414","1.0328601277607414","1.0328601277607414"
"108","1.3418869353079987","1.3418869353079987","1.3418869353079987"
"109","-2.7769212016638964","-2.7769212016638964","-2.7769212016638964"
"110","1.1796770925325168","1.1796770925325168","1.1796770925325168"
"111","0.706808045783467","0.706808045783467","0.706808045783467"
"112","-3.204560276444954","-3.204560276444954","-3.204560276444954"
"113","-0.7262258819929585","-0.7262258819929585","-0.7262258819929585"
"114","0.6394274347693438","0.6394274347693438","0.6394274347693438"
"115","0.3394947344346549","0.3394947344346549","0.3394947344346549"
"116","-1.0717060098218647","-1.0717060098218647","-1.0717060098218647"
"117","0.8982015232026067","0.8982015232026067","0.8982015232026067"
"118","0.5819995286294366","0.5819995286294366","0.5819995286294366"
"119","-0.7578285970962936","-0.7578285970962936","-0.7578285970962936"
"120","-1.9689981057476487","-1.9689981057476487","-1.9689981057476487"
"121","-1.4426568544667422","-1.4426568544667422","-1.4426568544667422"
"122","-0.07017831579533956","-0.07017831579533956","-0.07017831579533956"
"123","0.03510182133744274","0.03510182133744274","0.03510182133744274"
"124","0.13303555187505026","0.13303555187505026","0.13303555187505026"
"125","-0.8446227836020873","-0.8446227836020873","-0.8446227836020873"
"126","-1.1711942894307374","-1.1711942894307374","-1.1711942894307374"
"127","0.5142688460782865","0.5142688460782865","0.5142688460782865"
"128","-0.6285332431898132","-0.6285332431898132","-0.6285332431898132"
"129","-0.666512880320718","-0.666512880320718","-0.666512880320718"
"130","-2.748043588387833","-2.748043588387833","-2.748043588387833"
"131","0.48011402671249365","0.48011402671249365","0.48011402671249365"
"132","0.6068031302843779","0.6068031302843779","0.6068031302843779"
"133","-1.7002838954971102","-1.7002838954971102","-1.7002838954971102"
"134","0.2508905268300431","0.2508905268300431","0.2508905268300431"
"135","0.3161622383181624","0.3161622383181624","0.3161622383181624"
"136","-0.7083024216153044","-0.7083024216153044","-0.7083024216153044"
"137","-1.485334417799558","-1.485334417799558","-1.485334417799558"
"138","0.223475850234523","0.223475850234523","0.223475850234523"
"139","1.0469728671749916","1.0469728671749916","1.0469728671749916"
"140","-1.5671744085472414","-1.5671744085472414","-1.5671744085472414"
"141","0.2978822871127018","0.2978822871127018","0.2978822871127018"
"142","0.3926295083322371","0.3926295083322371","0.3926295083322371"
"143","-1.503243216966145","-1.503243216966145","-1.503243216966145"
"144","-0.5341478642314974","-0.5341478642314974","-0.5341478642314974"
"145","1.2666387071490157","1.2666387071490157","1.2666387071490157"
"146","0.7107642019845885","0.7107642019845885","0.7107642019845885"
"147","1.3507936557667708","1.3507936557667708","1.3507936557667708"
"148","-0.7703227549608979","-0.7703227549608979","-0.7703227549608979"
"149","-2.6889180578813288","-2.6889180578813288","-2.6889180578813288"
"150","0.6288730106453332","0.6288730106453332","0.6288730106453332"
"151","-1.461997384605237","-1.461997384605237","-1.461997384605237"
"152","0.3898742431589649","0.3898742431589649","0.3898742431589649"
"153","-3.250552972112926","-3.250552972112926","-3.250552972112926"
"154","-3.1428937087085465","-3.1428937087085465","-3.1428937087085465"
"155","-0.3425696746750723","-0.3425696746750723","-0.3425696746750723"
"156","-0.04558130351283415","-0.04558130351283415","-0.04558130351283415"
"157","1.319789511458494","1.319789511458494","1.319789511458494"
"158","-0.35494009098047113","-0.35494009098047113","-0.35494009098047113"
"159","1.8965286243097597","1.8965286243097597","1.8965286243097597"
"160","-1.6225983957182994","-1.6225983957182994","-1.6225983957182994"
"161","1.1402626107523757","1.1402626107523757","1.1402626107523757"
"162","0.03239738759230178","0.03239738759230178","0.03239738759230178"
"163","1.5772953728599042","1.5772953728599042","1.5772953728599042"
"164","0.532797177848877","0.532797177848877","0.532797177848877"
"165","-0.05721759045944243","-0.05721759045944243","-0.05721759045944243"
"166","-0.6338555790514989","-0.6338555790514989","-0.6338555790514989"
"167","-0.08145868012359216","-0.08145868012359216","-0.08145868012359216"
"168","-2.175936395945287","-2.175936395945287","-2.175936395945287"
"169","0.15022417094514698","0.15022417094514698","0.15022417094514698"
"170","0.5201281135222484","0.5201281135222484","0.5201281135222484"
"171","-1.4855410723415619","-1.4855410723415619","-1.4855410723415619"
"172","-2.430041220308109","-2.430041220308109","-2.430041220308109"
"173","-0.1457874708583643","-0.1457874708583643","-0.1457874708583643"
"174","0.7835373357433049","0.7835373357433049","0.7835373357433049"
"175","-1.7197041186963389","-1.7197041186963389","-1.7197041186963389"
"176","1.4590337641704052","1.4590337641704052","1.4590337641704052"
"177","0.8750056057915229","0.8750056057915229","0.8750056057915229"
"178","-0.9334896657354462","-0.9334896657354462","-0.9334896657354462"
"179","-2.119795611162619","-2.119795611162619","-2.119795611162619"
"180","-2.948037986570937","-2.948037986570937","-2.948037986570937"
"181","-2.416510396422129","-2.416510396422129","-2.416510396422129"
"182","-0.051105784874111174","-0.051105784874111174","-0.051105784874111174"
"183","-0.6642124631064991","-0.6642124631064991","-0.6642124631064991"
"184","0.3701503528804406","0.3701503528804406","0.3701503528804406"
"185","0.7577927939834666","0.7577927939834666","0.7577927939834666"
"186","-0.433875874764207","-0.433875874764207","-0.433875874764207"
"187","-0.2644771237392963","-0.2644771237392963","-0.2644771237392963"
"188","-1.3610868592286274","-1.3610868592286274","-1.3610868592286274"
"189","-2.7255899637751653","-2.7255899637751653","-2.7255899637751653"
"190","0.9854240765527457","0.9854240765527457","0.9854240765527457"
"191","1.039812768506611","1.039812768506611","1.039812768506611"
"192","-0.6634056293288492","-0.6634056293288492","-0.6634056293288492"
"193","0.329203939020464","0.329203939020464","0.329203939020464"
"194","-0.8991198987686685","-0.8991198987686685","-0.8991198987686685"
"195","-4.562294743024838","-4.562294743024838","-4.562294743024838"
"196","-0.14995805025427958","-0.14995805025427958","-0.14995805025427958"
"197","-0.6686765663294736","-0.6686765663294736","-0.6686765663294736"
"198","-0.8972798084040173","-0.8972798084040173","-0.8972798084040173"
"199","1.074784477061195","1.074784477061195","1.074784477061195"
"200","1.163127374903203","1.163127374903203","1.163127374903203"
"201","0.3557145850744888","0.3557145850744888","0.3557145850744888"
"202","-2.3659938349871372","-2.3659938349871372","-2.3659938349871372"
"203","-1.1697097530994216","-1.1697097530994216","-1.1697097530994216"
"204","-0.4616236651563081","-0.4616236651563081","-0.4616236651563081"
"205","0.21258910687978194","0.21258910687978194","0.21258910687978194"
"206","-0.23951588065575405","-0.23951588065575405","-0.23951588065575405"
"207","0.6958313229670031","0.6958313229670031","0.6958313229670031"
"208","0.48550022037825674","0.48550022037825674","0.48550022037825674"
"209","-2.401285153042004","-2.401285153042004","-2.401285153042004"
"210","0.14701157806735846","0.14701157806735846","0.14701157806735846"
"211","-1.4512192960207422","-1.4512192960207422","-1.4512192960207422"
"212","-0.5547824643944405","-0.5547824643944405","-0.5547824643944405"
"213","0.8559462829121558","0.8559462829121558","0.8559462829121558"
"214","0.07024215726666386","0.07024215726666386","0.07024215726666386"
"215","0.5541067171388049","0.5541067171388049","0.5541067171388049"
"216","-1.289516057458049","-1.289516057458049","-1.289516057458049"
"217","-0.9318029444423522","-0.9318029444423522","-0.9318029444423522"
"218","-3.6462411748362933","-3.6462411748362933","-3.6462411748362933"
"219","-0.7103816728779982","-0.7103816728779982","-0.7103816728779982"
"220","0.608400736660881","0.608400736660881","0.608400736660881"
"221","0.20810175879983372","0.20810175879983372","0.20810175879983372"
"222","-1.5421131964542831","-1.5421131964542831","-1.5421131964542831"
"223","-1.7777993367168723","-1.7777993367168723","-1.7777993367168723"
"224","-0.24892014847662747","-0.24892014847662747","-0.24892014847662747"
"225","-2.29532081929303","-2.29532081929303","-2.29532081929303"
"226","1.1106192250122986","1.1106192250122986","1.1106192250122986"
"227","-0.14010200677842088","-0.14010200677842088","-0.14010200677842088"
"228","-0.8151913917868718","-0.8151913917868718","-0.8151913917868718"
"229","-0.7141647271189042","-0.7141647271189042","-0.7141647271189042"
"230","-0.1860325334195792","-0.1860325334195792","-0.1860325334195792"
"231","-0.11807870804541991","-0.11807870804541991","-0.11807870804541991"
"232","-0.3100986453442488","-0.3100986453442488","-0.3100986453442488"
"233","0.9129505134292694","0.9129505134292694","0.9129505134292694"
"234","0.16222985077410687","0.16222985077410687","0.16222985077410687"
"235","-0.9999742544246664","-0.9999742544246664","-0.9999742544246664"
"236","-1.2112399700215593","-1.2112399700215593","-1.2112399700215593"
"237","0.4267263248430423","0.4267263248430423","0.4267263248430423"
"238","0.22272373245985624","0.22272373245985624","0.22272373245985624"
"239","0.11552602689263787","0.11552602689263787","0.11552602689263787"
"240","1.5502409022263806","1.5502409022263806","1.5502409022263806"
"241","-0.9896287276618307","-0.9896287276618307","-0.9896287276618307"
"242","0.45419724415286544","0.45419724415286544","0.45419724415286544"
"243","-0.6866124417382214","-0.6866124417382214","-0.6866124417382214"
"244","0.24803724563709648","0.24803724563709648","0.24803724563709648"
"245","-0.5769868919313315","-0.5769868919313315","-0.5769868919313315"
"246","0.8797464776719426","0.8797464776719426","0.8797464776719426"
"247","1.062579561223477","1.062579561223477","1.062579561223477"
"248","0.30365278209486907","0.30365278209486907","0.30365278209486907"
"249","0.509760817117255","0.509760817117255","0.509760817117255"
"250","-0.04796972371676497","-0.04796972371676497","-0.04796972371676497"
"251","-0.37823578586306744","-0.37823578586306744","-0.37823578586306744"
"252","0.35641954410071414","0.35641954410071414","0.35641954410071414"
"253","0.5794860954422343","0.5794860954422343","0.5794860954422343"
"254","-2.229054848192878","-2.229054848192878","-2.229054848192878"
"255","0.0007851427650961704","0.0007851427650961704","0.0007851427650961704"
"256","-3.068466781114384","-3.068466781114384","-3.068466781114384"
"257","1.186387606357145","1.186387606357145","1.186387606357145"
"258","-0.04641363881287424","-0.04641363881287424","-0.04641363881287424"
"259","-0.6723643469103838","-0.6723643469103838","-0.6723643469103838"
"260","0.0031707913379248913","0.0031707913379248913","0.0031707913379248913"
"261","-2.005560872509969","-2.005560872509969","-2.005560872509969"
"262","0.17800084792629106","0.17800084792629106","0.17800084792629106"
"263","-0.41978247496246457","-0.41978247496246457","-0.41978247496246457"
"264","1.7216451857423838","1.7216451857423838","1.7216451857423838"
"265","0.3315707069591056","0.3315707069591056","0.3315707069591056"
"266","0.30423992070195643","0.30423992070195643","0.30423992070195643"
"267","-1.2113189093600287","-1.2113189093600287","-1.2113189093600287"
"268","-0.28249343354759565","-0.28249343354759565","-0.28249343354759565"
"269","-1.4756610685021223","-1.4756610685021223","-1.4756610685021223"
"270","-0.8075478673186718","-0.8075478673186718","-0.8075478673186718"
"271","0.2835214059869604","0.2835214059869604","0.2835214059869604"
"272","-3.8288713466116557","-3.8288713466116557","-3.8288713466116557"
"273","-0.632411970821622","-0.632411970821622","-0.632411970821622"
"274","-0.3985682811363252","-0.3985682811363252","-0.3985682811363252"
"275","0.7903008973060783","0.7903008973060783","0.7903008973060783"
"276","0.800984803361068","0.800984803361068","0.800984803361068"
"277","0.36111409691584145","0.36111409691584145","0.36111409691584145"
"278","1.3756202473997248","1.3756202473997248","1.3756202473997248"
"279","-0.840537184353485","-0.840537184353485","-0.840537184353485"
"280","-1.3929880685499338","-1.3929880685499338","-1.3929880685499338"
"281","-2.5233988460983983","-2.5233988460983983","-2.5233988460983983"
"282","-0.595934135437493","-0.595934135437493","-0.595934135437493"
"283","0.8536345209678029","0.8536345209678029","0.8536345209678029"
"284","1.1334515872271793","1.1334515872271793","1.1334515872271793"
"285","-2.686414195569394","-2.686414195569394","-2.686414195569394"
"286","-0.8924094051270716","-0.8924094051270716","-0.8924094051270716"
"287","-0.5776077815715707","-0.5776077815715707","-0.5776077815715707"
"288","1.155508643463047","1.155508643463047","1.155508643463047"
"289","-1.382292652833434","-1.382292652833434","-1.382292652833434"
"290","1.025016404121593","1.025016404121593","1.025016404121593"
"291","0.010232654162233883","0.010232654162233883","0.010232654162233883"
"292","1.5579881696903184","1.5579881696903184","1.5579881696903184"
"293","-1.8407265426675548","-1.8407265426675548","-1.8407265426675548"
"294","-1.4009323599912407","-1.4009323599912407","-1.4009323599912407"
"295","0.35057749245250847","0.35057749245250847","0.35057749245250847"
"296","0.3455635997017068","0.3455635997017068","0.3455635997017068"
"297","-4.2938752481258495","-4.2938752481258495","-4.2938752481258495"
"298","0.4733676304806859","0.4733676304806859","0.4733676304806859"
"299","-2.0990083281257115","-2.0990083281257115","-2.0990083281257115"
"300","-0.039215447945046646","-0.039215447945046646","-0.039215447945046646"
"301","-1.7747445251163034","-1.7747445251163034","-1.7747445251163034"
"302","1.0607182532315547","1.0607182532315547","1.0607182532315547"
"303","0.7864971315209968","0.7864971315209968","0.7864971315209968"
"304","-0.37219619023877737","-0.37219619023877737","-0.37219619023877737"
"305","0.09150152848660142","0.09150152848660142","0.09150152848660142"
"306","-1.1292605132785516","-1.1292605132785516","-1.1292605132785516"
"307","1.3744541121842435","1.3744541121842435","1.3744541121842435"
"308","0.38504317311195285","0.38504317311195285","0.38504317311195285"
"309","0.5252159461203552","0.5252159461203552","0.5252159461203552"
"310","-0.08924341148372274","-0.08924341148372274","-0.08924341148372274"
"311","-1.5921478886099387","-1.5921478886099387","-1.5921478886099387"
"312","0.6011755759176549","0.6011755759176549","0.6011755759176549"
"313","-1.3111004160985316","-1.3111004160985316","-1.3111004160985316"
"314","-2.5172685173130134","-2.5172685173130134","-2.5172685173130134"
"315","0.04624676766840122","0.04624676766840122","0.04624676766840122"
"316","-0.37455692174526245","-0.37455692174526245","-0.37455692174526245"
"317","0.3637073626234013","0.3637073626234013","0.3637073626234013"
"318","-0.24651326483157157","-0.24651326483157157","-0.24651326483157157"
"319","-0.5983854485523458","-0.5983854485523458","-0.5983854485523458"
"320","-0.26387031235132175","-0.26387031235132175","-0.26387031235132175"
"321","0.45968365755113744","0.45968365755113744","0.45968365755113744"
"322","-1.4266492614187425","-1.4266492614187425","-1.4266492614187425"
"323","0.4580342546173818","0.4580342546173818","0.4580342546173818"
"324","-0.8729488451251375","-0.8729488451251375","-0.8729488451251375"
"325","0.9413380326308396","0.9413380326308396","0.9413380326308396"
"326","0.3231703342451159","0.3231703342451159","0.3231703342451159"
"327","-0.6998365464366015","-0.6998365464366015","-0.6998365464366015"
"328","0.4742266568857748","0.4742266568857748","0.4742266568857748"
"329","0.6807618833491266","0.6807618833491266","0.6807618833491266"
"330","-0.44570094385954756","-0.44570094385954756","-0.44570094385954756"
"331","-2.4754439423322765","-2.4754439423322765","-2.4754439423322765"
"332","0.14929253946533141","0.14929253946533141","0.14929253946533141"
"333","0.9384020879448245","0.9384020879448245","0.9384020879448245"
"334","0.507276701575628","0.507276701575628","0.507276701575628"
"335","0.02938057802388853","0.02938057802388853","0.02938057802388853"
"336","-0.8644013995782427","-0.8644013995782427","-0.8644013995782427"
"337","-0.3880486896310985","-0.3880486896310985","-0.3880486896310985"
"338","-1.4511314187974316","-1.4511314187974316","-1.4511314187974316"
"339","0.6054073457658011","0.6054073457658011","0.6054073457658011"
"340","0.2521743966839495","0.2521743966839495","0.2521743966839495"
"341","0.4459526698671178","0.4459526698671178","0.4459526698671178"
"342","0.5889627590263674","0.5889627590263674","0.5889627590263674"
"343","0.5093717876992718","0.5093717876992718","0.5093717876992718"
"344","0.7606254004061261","0.7606254004061261","0.7606254004061261"
"345","1.2381508285867782","1.2381508285867782","1.2381508285867782"
"346","0.15563258298249147","0.15563258298249147","0.15563258298249147"
"347","0.22127063891756993","0.22127063891756993","0.22127063891756993"
"348","-0.8106280102939661","-0.8106280102939661","-0.8106280102939661"
"349","-0.13681671374480847","-0.13681671374480847","-0.13681671374480847"
"350","-1.4142694593723433","-1.4142694593723433","-1.4142694593723433"
"351","0.838732715796479","0.838732715796479","0.838732715796479"
"352","2.0032539197413426","2.0032539197413426","2.0032539197413426"
"353","-0.4208598279037116","-0.4208598279037116","-0.4208598279037116"
"354","1.5154299394798292","1.5154299394798292","1.5154299394798292"
"355","0.23019585061100814","0.23019585061100814","0.23019585061100814"
"356","0.16242931496621643","0.16242931496621643","0.16242931496621643"
"357","0.5309371675866891","0.5309371675866891","0.5309371675866891"
"358","-0.5740498072742275","-0.5740498072742275","-0.5740498072742275"
"359","0.32452245923988926","0.32452245923988926","0.32452245923988926"
"360","1.2691375381041539","1.2691375381041539","1.2691375381041539"
"361","1.2564546623172883","1.2564546623172883","1.2564546623172883"
"362","-1.7457720071239862","-1.7457720071239862","-1.7457720071239862"
"363","0.3205198115973904","0.3205198115973904","0.3205198115973904"
"364","1.1742857458298332","1.1742857458298332","1.1742857458298332"
"365","0.32104405193811886","0.32104405193811886","0.32104405193811886"
"366","-1.8439767336482227","-1.8439767336482227","-1.8439767336482227"
"367","0.550024611054378","0.550024611054378","0.550024611054378"
"368","1.5202590974621388","1.5202590974621388","1.5202590974621388"
"369","0.6684498876958643","0.6684498876958643","0.6684498876958643"
"370","0.7644449043775674","0.7644449043775674","0.7644449043775674"
"371","-0.8495697195902746","-0.8495697195902746","-0.8495697195902746"
"372","-0.5271689132032862","-0.5271689132032862","-0.5271689132032862"
"373","-0.8922986706329089","-0.8922986706329089","-0.8922986706329089"
"374","1.19558033291067","1.19558033291067","1.19558033291067"
"375","-1.4802812540072503","-1.4802812540072503","-1.4802812540072503"
"376","-0.07378863960364328","-0.07378863960364328","-0.07378863960364328"
"377","-0.6815406274531873","-0.6815406274531873","-0.6815406274531873"
"378","-1.1233123799561493","-1.1233123799561493","-1.1233123799561493"
"379","-2.4175213346038187","-2.4175213346038187","-2.4175213346038187"
"380","1.762606020970364","1.762606020970364","1.762606020970364"
"381","-1.0569522540361465","-1.0569522540361465","-1.0569522540361465"
"382","0.30596970726264777","0.30596970726264777","0.30596970726264777"
"383","-1.3055115640896438","-1.3055115640896438","-1.3055115640896438"
"384","0.2642330979035763","0.2642330979035763","0.2642330979035763"
"385","-0.48932733096888203","-0.48932733096888203","-0.48932733096888203"
"386","-0.1085041071603397","-0.1085041071603397","-0.1085041071603397"
"387","-0.7334862560405343","-0.7334862560405343","-0.7334862560405343"
"388","0.17922475171608288","0.17922475171608288","0.17922475171608288"
"389","-2.8842969410706885","-2.8842969410706885","-2.8842969410706885"
"390","0.7617542476447934","0.7617542476447934","0.7617542476447934"
"391","-3.326048780755886","-3.326048780755886","-3.326048780755886"
"392","-0.2078918867086794","-0.2078918867086794","-0.2078918867086794"
"393","0.5476750731781332","0.5476750731781332","0.5476750731781332"
"394","0.25085724687399913","0.25085724687399913","0.25085724687399913"
"395","0.6190038174346978","0.6190038174346978","0.6190038174346978"
"396","-0.10545179393173221","-0.10545179393173221","-0.10545179393173221"
"397","0.5556873830071345","0.5556873830071345","0.5556873830071345"
"398","-2.343445637245715","-2.343445637245715","-2.343445637245715"
"399","-0.10661232019183657","-0.10661232019183657","-0.10661232019183657"
"400","0.3072313751088833","0.3072313751088833","0.3072313751088833"
"401","0.3938900591633148","0.3938900591633148","0.3938900591633148"
"402","-1.6942568383800245","-1.6942568383800245","-1.6942568383800245"
"403","0.19745915286115856","0.19745915286115856","0.19745915286115856"
"404","-0.3904906053506731","-0.3904906053506731","-0.3904906053506731"
"405","0.6721454555278815","0.6721454555278815","0.6721454555278815"
"406","-0.16875325907316796","-0.16875325907316796","-0.16875325907316796"
"407","-0.5793340306779121","-0.5793340306779121","-0.5793340306779121"
"408","0.004285185604543882","0.004285185604543882","0.004285185604543882"
"409","1.1124206471567344","1.1124206471567344","1.1124206471567344"
"410","0.36516721463456525","0.36516721463456525","0.36516721463456525"
"411","-0.1651408278858849","-0.1651408278858849","-0.1651408278858849"
"412","1.0001312606741501","1.0001312606741501","1.0001312606741501"
"413","0.1407950352079925","0.1407950352079925","0.1407950352079925"
"414","0.7914655035279353","0.7914655035279353","0.7914655035279353"
"415","-0.08697082681922073","-0.08697082681922073","-0.08697082681922073"
"416","0.22178799217509937","0.22178799217509937","0.22178799217509937"
"417","-1.3128129706396054","-1.3128129706396054","-1.3128129706396054"
"418","-0.8358374744248338","-0.8358374744248338","-0.8358374744248338"
"419","-2.6664046069139546","-2.6664046069139546","-2.6664046069139546"
"420","0.24093185319456428","0.24093185319456428","0.24093185319456428"
"421","0.6889181480472811","0.6889181480472811","0.6889181480472811"
"422","0.9745987246377652","0.9745987246377652","0.9745987246377652"
"423","0.7489446546910556","0.7489446546910556","0.7489446546910556"
"424","0.325818174680537","0.325818174680537","0.325818174680537"
"425","-1.5747779505836539","-1.5747779505836539","-1.5747779505836539"
"426","-1.5639546274618197","-1.5639546274618197","-1.5639546274618197"
"427","1.207058364902156","1.207058364902156","1.207058364902156"
"428","0.4890356373216043","0.4890356373216043","0.4890356373216043"
