"Step","half cheetah leg weight - x_diff","half cheetah leg weight - x_diff__MIN","half cheetah leg weight - x_diff__MAX"
"72","1.2874686841481922","1.2874686841481922","1.2874686841481922"
"73","1.9475040591866575","1.9475040591866575","1.9475040591866575"
"74","1.256128013096398","1.256128013096398","1.256128013096398"
"75","1.579574540560124","1.579574540560124","1.579574540560124"
"76","0.9453621385354889","0.9453621385354889","0.9453621385354889"
"77","1.6849221538210692","1.6849221538210692","1.6849221538210692"
"78","1.5818286171114844","1.5818286171114844","1.5818286171114844"
"79","1.746429104071495","1.746429104071495","1.746429104071495"
"80","1.9960693913569256","1.9960693913569256","1.9960693913569256"
"81","1.2145820675356438","1.2145820675356438","1.2145820675356438"
"82","1.5641653370565256","1.5641653370565256","1.5641653370565256"
"83","1.5526969810245108","1.5526969810245108","1.5526969810245108"
"84","2.3560041272168726","2.3560041272168726","2.3560041272168726"
"85","2.6061854653951997","2.6061854653951997","2.6061854653951997"
"86","1.4795843402611881","1.4795843402611881","1.4795843402611881"
"87","2.269155145648529","2.269155145648529","2.269155145648529"
"88","2.194644851704466","2.194644851704466","2.194644851704466"
"89","2.302109160390821","2.302109160390821","2.302109160390821"
"90","2.196922536880783","2.196922536880783","2.196922536880783"
"91","2.033595147854852","2.033595147854852","2.033595147854852"
"92","3.368591224874383","3.368591224874383","3.368591224874383"
"93","2.092079345645249","2.092079345645249","2.092079345645249"
"94","4.083269399655314","4.083269399655314","4.083269399655314"
"95","2.2655669638895097","2.2655669638895097","2.2655669638895097"
"96","2.9326404884449926","2.9326404884449926","2.9326404884449926"
"97","2.3113466982435145","2.3113466982435145","2.3113466982435145"
"98","3.3784469186806003","3.3784469186806003","3.3784469186806003"
"99","3.247285376104276","3.247285376104276","3.247285376104276"
"100","2.0307139159478274","2.0307139159478274","2.0307139159478274"
"101","1.892092908385049","1.892092908385049","1.892092908385049"
"102","3.4659503255063697","3.4659503255063697","3.4659503255063697"
"103","3.3430233983219093","3.3430233983219093","3.3430233983219093"
"104","2.827978810878653","2.827978810878653","2.827978810878653"
"105","3.994281647700479","3.994281647700479","3.994281647700479"
"106","2.9032015803132616","2.9032015803132616","2.9032015803132616"
"107","3.280119834705313","3.280119834705313","3.280119834705313"
"108","2.961321158678419","2.961321158678419","2.961321158678419"
"109","3.5001357162978133","3.5001357162978133","3.5001357162978133"
"110","3.1410491709691857","3.1410491709691857","3.1410491709691857"
"111","3.9554396239427034","3.9554396239427034","3.9554396239427034"
"112","3.6207157804339754","3.6207157804339754","3.6207157804339754"
"113","3.4003527895872425","3.4003527895872425","3.4003527895872425"
"114","3.3693202747576505","3.3693202747576505","3.3693202747576505"
"115","3.5627879228574044","3.5627879228574044","3.5627879228574044"
"116","3.341512407040531","3.341512407040531","3.341512407040531"
"117","3.1844856124123986","3.1844856124123986","3.1844856124123986"
"118","3.8677906187193214","3.8677906187193214","3.8677906187193214"
"119","3.1961830236078796","3.1961830236078796","3.1961830236078796"
"120","5.2374988605847035","5.2374988605847035","5.2374988605847035"
"121","4.4453032749845365","4.4453032749845365","4.4453032749845365"
"122","3.7715114157379745","3.7715114157379745","3.7715114157379745"
"123","4.858146805256063","4.858146805256063","4.858146805256063"
"124","4.172869817605089","4.172869817605089","4.172869817605089"
"125","4.233737708073497","4.233737708073497","4.233737708073497"
"126","3.960452702083397","3.960452702083397","3.960452702083397"
"127","4.2949782914144246","4.2949782914144246","4.2949782914144246"
"128","5.00599157988946","5.00599157988946","5.00599157988946"
"129","4.733646000101913","4.733646000101913","4.733646000101913"
"130","4.992916883150266","4.992916883150266","4.992916883150266"
"131","3.8144424823284497","3.8144424823284497","3.8144424823284497"
"132","4.535136562935798","4.535136562935798","4.535136562935798"
"133","4.385748768646136","4.385748768646136","4.385748768646136"
"134","3.4936800037535463","3.4936800037535463","3.4936800037535463"
"135","5.288195826770691","5.288195826770691","5.288195826770691"
"136","4.8802223928460915","4.8802223928460915","4.8802223928460915"
"137","5.0442680484405455","5.0442680484405455","5.0442680484405455"
"138","5.8705179649995385","5.8705179649995385","5.8705179649995385"
"139","4.1188330627450345","4.1188330627450345","4.1188330627450345"
"140","4.307825510200203","4.307825510200203","4.307825510200203"
"141","4.848876078125309","4.848876078125309","4.848876078125309"
"142","5.440090012615164","5.440090012615164","5.440090012615164"
"143","3.6284982221288145","3.6284982221288145","3.6284982221288145"
"144","4.030284616714515","4.030284616714515","4.030284616714515"
"145","5.973325594408749","5.973325594408749","5.973325594408749"
"146","5.221056845122497","5.221056845122497","5.221056845122497"
"147","4.732126847602515","4.732126847602515","4.732126847602515"
"148","4.059662726866453","4.059662726866453","4.059662726866453"
"149","4.646042253674022","4.646042253674022","4.646042253674022"
"150","4.479928316825881","4.479928316825881","4.479928316825881"
"151","4.519539752990273","4.519539752990273","4.519539752990273"
"152","5.194442170666281","5.194442170666281","5.194442170666281"
"153","3.5056908910047557","3.5056908910047557","3.5056908910047557"
"154","5.41115477621865","5.41115477621865","5.41115477621865"
"155","4.61111339596116","4.61111339596116","4.61111339596116"
"156","5.287113914901843","5.287113914901843","5.287113914901843"
"157","6.027281192850819","6.027281192850819","6.027281192850819"
"158","4.310906498738477","4.310906498738477","4.310906498738477"
"159","5.649100924128854","5.649100924128854","5.649100924128854"
"160","5.463904430031628","5.463904430031628","5.463904430031628"
"161","4.67501870487867","4.67501870487867","4.67501870487867"
"162","5.694958353163134","5.694958353163134","5.694958353163134"
"163","5.460128789275009","5.460128789275009","5.460128789275009"
"164","5.008571006470179","5.008571006470179","5.008571006470179"
"165","4.166549419910057","4.166549419910057","4.166549419910057"
"166","4.42071169176087","4.42071169176087","4.42071169176087"
"167","6.462160841310736","6.462160841310736","6.462160841310736"
"168","5.581453527947763","5.581453527947763","5.581453527947763"
"169","3.8914172285748654","3.8914172285748654","3.8914172285748654"
"170","5.533992173769651","5.533992173769651","5.533992173769651"
"171","6.420685465748485","6.420685465748485","6.420685465748485"
"172","4.447671077700771","4.447671077700771","4.447671077700771"
"173","5.339629600768003","5.339629600768003","5.339629600768003"
"174","4.973609980049732","4.973609980049732","4.973609980049732"
"175","5.484089538816211","5.484089538816211","5.484089538816211"
"176","6.152655301229772","6.152655301229772","6.152655301229772"
"177","6.2996558385614625","6.2996558385614625","6.2996558385614625"
"178","5.070652364539992","5.070652364539992","5.070652364539992"
"179","6.343717295653628","6.343717295653628","6.343717295653628"
"180","3.988150733855551","3.988150733855551","3.988150733855551"
"181","7.513333110464124","7.513333110464124","7.513333110464124"
"182","4.123187335264083","4.123187335264083","4.123187335264083"
"183","6.828512916043783","6.828512916043783","6.828512916043783"
"184","5.5192853012030225","5.5192853012030225","5.5192853012030225"
"185","5.878158385405274","5.878158385405274","5.878158385405274"
"186","5.666957986210617","5.666957986210617","5.666957986210617"
"187","4.291752735911423","4.291752735911423","4.291752735911423"
"188","5.7521184946204125","5.7521184946204125","5.7521184946204125"
"189","6.2960783004444405","6.2960783004444405","6.2960783004444405"
"190","4.821515289231754","4.821515289231754","4.821515289231754"
"191","2.102110433962466","2.102110433962466","2.102110433962466"
"192","2.102985646346481","2.102985646346481","2.102985646346481"
"193","6.216504909973158","6.216504909973158","6.216504909973158"
"194","5.76056853138445","5.76056853138445","5.76056853138445"
"195","5.876933290439554","5.876933290439554","5.876933290439554"
"196","5.168898791418442","5.168898791418442","5.168898791418442"
"197","4.213490493067306","4.213490493067306","4.213490493067306"
"198","5.85887723623409","5.85887723623409","5.85887723623409"
"199","6.360500728899084","6.360500728899084","6.360500728899084"
"200","5.246024636950476","5.246024636950476","5.246024636950476"
"201","3.8779528916732056","3.8779528916732056","3.8779528916732056"
"202","5.60776803793422","5.60776803793422","5.60776803793422"
"203","7.349657109806946","7.349657109806946","7.349657109806946"
"204","5.433357774419097","5.433357774419097","5.433357774419097"
"205","4.775875240763727","4.775875240763727","4.775875240763727"
"206","6.9800166508302715","6.9800166508302715","6.9800166508302715"
"207","6.208048519129136","6.208048519129136","6.208048519129136"
"208","7.162517384928177","7.162517384928177","7.162517384928177"
"209","5.94896430534192","5.94896430534192","5.94896430534192"
"210","7.013297027924825","7.013297027924825","7.013297027924825"
"211","5.825542229114433","5.825542229114433","5.825542229114433"
"212","6.876944178680998","6.876944178680998","6.876944178680998"
"213","5.429075306742919","5.429075306742919","5.429075306742919"
"214","7.8853634668268695","7.8853634668268695","7.8853634668268695"
"215","4.571706699477696","4.571706699477696","4.571706699477696"
"216","5.965920593461096","5.965920593461096","5.965920593461096"
"217","4.9921628838117265","4.9921628838117265","4.9921628838117265"
"218","5.597233238735765","5.597233238735765","5.597233238735765"
"219","5.199430809229949","5.199430809229949","5.199430809229949"
"220","6.76658822419503","6.76658822419503","6.76658822419503"
"221","6.603529818495733","6.603529818495733","6.603529818495733"
"222","5.90074582136758","5.90074582136758","5.90074582136758"
"223","5.8396824781339935","5.8396824781339935","5.8396824781339935"
"224","6.85452907218355","6.85452907218355","6.85452907218355"
"225","5.629539159222125","5.629539159222125","5.629539159222125"
"226","7.303995130713106","7.303995130713106","7.303995130713106"
"227","6.1872885851222135","6.1872885851222135","6.1872885851222135"
"228","5.582261434650759","5.582261434650759","5.582261434650759"
"229","5.026296382281783","5.026296382281783","5.026296382281783"
"230","5.209669153667451","5.209669153667451","5.209669153667451"
"231","7.861903623275303","7.861903623275303","7.861903623275303"
"232","6.87748573957196","6.87748573957196","6.87748573957196"
"233","6.088809723475873","6.088809723475873","6.088809723475873"
"234","5.491118413568885","5.491118413568885","5.491118413568885"
"235","5.172514632003879","5.172514632003879","5.172514632003879"
"236","5.688739964540861","5.688739964540861","5.688739964540861"
"237","4.224011250078711","4.224011250078711","4.224011250078711"
"238","6.138771089630466","6.138771089630466","6.138771089630466"
"239","5.644342268809973","5.644342268809973","5.644342268809973"
"240","6.908893294663603","6.908893294663603","6.908893294663603"
"241","5.330396264834439","5.330396264834439","5.330396264834439"
"242","5.227648590249454","5.227648590249454","5.227648590249454"
"243","6.4436360683004255","6.4436360683004255","6.4436360683004255"
"244","6.332244251636057","6.332244251636057","6.332244251636057"
"245","6.630734371951759","6.630734371951759","6.630734371951759"
"246","5.2211618497939645","5.2211618497939645","5.2211618497939645"
"247","5.350964542661949","5.350964542661949","5.350964542661949"
"248","7.1316767770215375","7.1316767770215375","7.1316767770215375"
"249","6.180494578658826","6.180494578658826","6.180494578658826"
"250","5.214976942118791","5.214976942118791","5.214976942118791"
"251","6.790613670311827","6.790613670311827","6.790613670311827"
"252","6.225389841087829","6.225389841087829","6.225389841087829"
"253","5.8892208505355805","5.8892208505355805","5.8892208505355805"
"254","6.566563340624594","6.566563340624594","6.566563340624594"
"255","7.257433323936513","7.257433323936513","7.257433323936513"
"256","5.10761640836277","5.10761640836277","5.10761640836277"
"257","6.45554268639993","6.45554268639993","6.45554268639993"
"258","5.9542973712040155","5.9542973712040155","5.9542973712040155"
"259","7.392357792909027","7.392357792909027","7.392357792909027"
"260","6.052067427403296","6.052067427403296","6.052067427403296"
"261","6.4983191560561515","6.4983191560561515","6.4983191560561515"
"262","6.64852516109398","6.64852516109398","6.64852516109398"
"263","6.6514516691561845","6.6514516691561845","6.6514516691561845"
"264","5.868558204413525","5.868558204413525","5.868558204413525"
"265","6.533790473478715","6.533790473478715","6.533790473478715"
"266","5.943543068370015","5.943543068370015","5.943543068370015"
"267","6.00067735473084","6.00067735473084","6.00067735473084"
"268","6.682373752620229","6.682373752620229","6.682373752620229"
"269","5.770462941531842","5.770462941531842","5.770462941531842"
"270","5.3813570551890715","5.3813570551890715","5.3813570551890715"
"271","6.1856748971898226","6.1856748971898226","6.1856748971898226"
"272","6.8385627514630585","6.8385627514630585","6.8385627514630585"
"273","6.622251572609776","6.622251572609776","6.622251572609776"
"274","7.1146254285653985","7.1146254285653985","7.1146254285653985"
"275","6.174618497088719","6.174618497088719","6.174618497088719"
"276","6.782502547489112","6.782502547489112","6.782502547489112"
"277","6.401378516506048","6.401378516506048","6.401378516506048"
"278","6.992974805558324","6.992974805558324","6.992974805558324"
"279","5.362781958341883","5.362781958341883","5.362781958341883"
"280","6.842305772841738","6.842305772841738","6.842305772841738"
"281","7.747247043808719","7.747247043808719","7.747247043808719"
"282","7.574954313104713","7.574954313104713","7.574954313104713"
"283","6.541763795182372","6.541763795182372","6.541763795182372"
"284","5.3940455202938615","5.3940455202938615","5.3940455202938615"
"285","7.119907854157652","7.119907854157652","7.119907854157652"
"286","6.477581055514264","6.477581055514264","6.477581055514264"
"287","5.209473285057987","5.209473285057987","5.209473285057987"
"288","7.090083056169666","7.090083056169666","7.090083056169666"
"289","6.633567488323268","6.633567488323268","6.633567488323268"
"290","7.32010243064416","7.32010243064416","7.32010243064416"
"291","7.572097450120903","7.572097450120903","7.572097450120903"
"292","6.39285426717495","6.39285426717495","6.39285426717495"
"293","6.754104391906751","6.754104391906751","6.754104391906751"
"294","5.969369605807176","5.969369605807176","5.969369605807176"
"295","6.767710713330688","6.767710713330688","6.767710713330688"
"296","6.242169650317624","6.242169650317624","6.242169650317624"
"297","5.478090589928487","5.478090589928487","5.478090589928487"
"298","6.157968581507956","6.157968581507956","6.157968581507956"
"299","6.402059258466398","6.402059258466398","6.402059258466398"
"300","6.4819227218470346","6.4819227218470346","6.4819227218470346"
"301","6.997205027594183","6.997205027594183","6.997205027594183"
"302","5.532526806728546","5.532526806728546","5.532526806728546"
"303","6.29656567249473","6.29656567249473","6.29656567249473"
"304","7.872614590429556","7.872614590429556","7.872614590429556"
"305","6.741451764460444","6.741451764460444","6.741451764460444"
"306","7.223786193026962","7.223786193026962","7.223786193026962"
"307","6.25842894420166","6.25842894420166","6.25842894420166"
"308","7.685795083572621","7.685795083572621","7.685795083572621"
"309","7.011940745930274","7.011940745930274","7.011940745930274"
"310","6.442316085940064","6.442316085940064","6.442316085940064"
"311","6.374255712863744","6.374255712863744","6.374255712863744"
"312","5.9703224468012275","5.9703224468012275","5.9703224468012275"
"313","7.139619379051306","7.139619379051306","7.139619379051306"
"314","6.458245169433963","6.458245169433963","6.458245169433963"
"315","6.168574038316905","6.168574038316905","6.168574038316905"
"316","6.6514650598921286","6.6514650598921286","6.6514650598921286"
"317","7.085580672523621","7.085580672523621","7.085580672523621"
"318","7.123292177859917","7.123292177859917","7.123292177859917"
"319","7.353089473809902","7.353089473809902","7.353089473809902"
"320","6.3191077698591895","6.3191077698591895","6.3191077698591895"
"321","7.241007845799514","7.241007845799514","7.241007845799514"
"322","6.909829061777123","6.909829061777123","6.909829061777123"
"323","6.234174077788167","6.234174077788167","6.234174077788167"
"324","6.104695079357904","6.104695079357904","6.104695079357904"
"325","5.355222624850786","5.355222624850786","5.355222624850786"
"326","6.2646772618438495","6.2646772618438495","6.2646772618438495"
"327","6.503756978520223","6.503756978520223","6.503756978520223"
"328","5.554661664665021","5.554661664665021","5.554661664665021"
"329","7.304823716999231","7.304823716999231","7.304823716999231"
"330","6.994508258264691","6.994508258264691","6.994508258264691"
"331","5.314963064526625","5.314963064526625","5.314963064526625"
"332","7.408472869564067","7.408472869564067","7.408472869564067"
"333","6.320629313169457","6.320629313169457","6.320629313169457"
"334","7.9684456192929","7.9684456192929","7.9684456192929"
"335","6.755189937023612","6.755189937023612","6.755189937023612"
"336","5.9016849828773585","5.9016849828773585","5.9016849828773585"
"337","6.58738326207037","6.58738326207037","6.58738326207037"
"338","6.992352331963069","6.992352331963069","6.992352331963069"
"339","5.73848179862368","5.73848179862368","5.73848179862368"
"340","8.177194467862913","8.177194467862913","8.177194467862913"
"341","5.017158334542152","5.017158334542152","5.017158334542152"
"342","8.142424713221807","8.142424713221807","8.142424713221807"
"343","5.952808103478675","5.952808103478675","5.952808103478675"
"344","7.154603127405383","7.154603127405383","7.154603127405383"
"345","7.623472767185779","7.623472767185779","7.623472767185779"
"346","6.054248123074428","6.054248123074428","6.054248123074428"
"347","4.880637088439917","4.880637088439917","4.880637088439917"
"348","5.816829540274621","5.816829540274621","5.816829540274621"
"349","7.080710412817215","7.080710412817215","7.080710412817215"
"350","5.876845853152672","5.876845853152672","5.876845853152672"
"351","6.474360943378482","6.474360943378482","6.474360943378482"
"352","7.922673182159989","7.922673182159989","7.922673182159989"
"353","4.812219403729528","4.812219403729528","4.812219403729528"
"354","6.217201800143641","6.217201800143641","6.217201800143641"
"355","7.298326322460288","7.298326322460288","7.298326322460288"
"356","8.245590959755086","8.245590959755086","8.245590959755086"
"357","8.36648980518323","8.36648980518323","8.36648980518323"
"358","5.695376521600188","5.695376521600188","5.695376521600188"
"359","7.20269933037973","7.20269933037973","7.20269933037973"
"360","6.9363395714920335","6.9363395714920335","6.9363395714920335"
"361","6.318039319754968","6.318039319754968","6.318039319754968"
"362","7.2459444540039115","7.2459444540039115","7.2459444540039115"
"363","4.77846384927188","4.77846384927188","4.77846384927188"
"364","7.81878449198492","7.81878449198492","7.81878449198492"
"365","6.470667480069721","6.470667480069721","6.470667480069721"
"366","6.347315355038513","6.347315355038513","6.347315355038513"
"367","6.266562176179933","6.266562176179933","6.266562176179933"
"368","6.184973473077114","6.184973473077114","6.184973473077114"
"369","6.450876384059578","6.450876384059578","6.450876384059578"
"370","7.753822476149156","7.753822476149156","7.753822476149156"
"371","6.879200490318219","6.879200490318219","6.879200490318219"
"372","6.502727802766346","6.502727802766346","6.502727802766346"
"373","7.044090592656204","7.044090592656204","7.044090592656204"
"374","7.560893867699513","7.560893867699513","7.560893867699513"
"375","6.27119953259175","6.27119953259175","6.27119953259175"
"376","5.378364532084612","5.378364532084612","5.378364532084612"
"377","5.6274274631236505","5.6274274631236505","5.6274274631236505"
"378","6.967146414990866","6.967146414990866","6.967146414990866"
"379","7.644345844906781","7.644345844906781","7.644345844906781"
"380","5.971104395034737","5.971104395034737","5.971104395034737"
"381","9.024846794864095","9.024846794864095","9.024846794864095"
"382","6.296289574193724","6.296289574193724","6.296289574193724"
"383","7.793938629827142","7.793938629827142","7.793938629827142"
"384","5.430211079647666","5.430211079647666","5.430211079647666"
"385","6.335650959358732","6.335650959358732","6.335650959358732"
"386","7.250803402903084","7.250803402903084","7.250803402903084"
"387","6.568152434808268","6.568152434808268","6.568152434808268"
"388","6.748383227992909","6.748383227992909","6.748383227992909"
"389","7.888158167425419","7.888158167425419","7.888158167425419"
"390","5.542161267974258","5.542161267974258","5.542161267974258"
"391","8.556836966060072","8.556836966060072","8.556836966060072"
"392","5.526300448010578","5.526300448010578","5.526300448010578"
"393","7.95473074565205","7.95473074565205","7.95473074565205"
"394","7.161669836775217","7.161669836775217","7.161669836775217"
"395","8.282532508730796","8.282532508730796","8.282532508730796"
"396","8.198952125538991","8.198952125538991","8.198952125538991"
"397","7.55028597213416","7.55028597213416","7.55028597213416"
"398","5.931743025773402","5.931743025773402","5.931743025773402"
"399","7.132658062785383","7.132658062785383","7.132658062785383"
"400","7.618526940823114","7.618526940823114","7.618526940823114"
"401","8.417824795402232","8.417824795402232","8.417824795402232"
"402","5.869917923385889","5.869917923385889","5.869917923385889"
"403","7.692087392388752","7.692087392388752","7.692087392388752"
"404","7.167287718751158","7.167287718751158","7.167287718751158"
"405","7.59924765984859","7.59924765984859","7.59924765984859"
"406","7.0552581818693","7.0552581818693","7.0552581818693"
"407","8.11096764773396","8.11096764773396","8.11096764773396"
"408","6.340862808194778","6.340862808194778","6.340862808194778"
"409","5.733188688934403","5.733188688934403","5.733188688934403"
"410","7.751687573062098","7.751687573062098","7.751687573062098"
"411","7.044045855886854","7.044045855886854","7.044045855886854"
"412","7.89128302276726","7.89128302276726","7.89128302276726"
"413","6.498784606559271","6.498784606559271","6.498784606559271"
"414","9.403245506613366","9.403245506613366","9.403245506613366"
"415","7.116710781480632","7.116710781480632","7.116710781480632"
"416","8.256106565838564","8.256106565838564","8.256106565838564"
"417","8.492871302584021","8.492871302584021","8.492871302584021"
"418","8.392676502847236","8.392676502847236","8.392676502847236"
"419","8.186922107041044","8.186922107041044","8.186922107041044"
"420","8.436289106245836","8.436289106245836","8.436289106245836"
"421","8.086799563952342","8.086799563952342","8.086799563952342"
"422","7.338472976355257","7.338472976355257","7.338472976355257"
"423","6.351474203568081","6.351474203568081","6.351474203568081"
"424","6.843939920199894","6.843939920199894","6.843939920199894"
"425","7.532725360803875","7.532725360803875","7.532725360803875"
"426","7.893586568884417","7.893586568884417","7.893586568884417"
"427","8.691862631236708","8.691862631236708","8.691862631236708"
"428","8.527668551580275","8.527668551580275","8.527668551580275"
"429","6.532833842892556","6.532833842892556","6.532833842892556"
"430","5.841768621281512","5.841768621281512","5.841768621281512"
"431","8.096325356890617","8.096325356890617","8.096325356890617"
"432","7.045802719255315","7.045802719255315","7.045802719255315"
"433","7.548324855689705","7.548324855689705","7.548324855689705"
"434","7.267641442413094","7.267641442413094","7.267641442413094"
"435","7.215177807612262","7.215177807612262","7.215177807612262"
"436","6.338207046576155","6.338207046576155","6.338207046576155"
"437","7.129776031607004","7.129776031607004","7.129776031607004"
"438","7.189553003616713","7.189553003616713","7.189553003616713"
"439","8.494745151023753","8.494745151023753","8.494745151023753"
"440","8.433477370337448","8.433477370337448","8.433477370337448"
"441","8.039664166620515","8.039664166620515","8.039664166620515"
"442","7.690555183233122","7.690555183233122","7.690555183233122"
"443","8.044443238602343","8.044443238602343","8.044443238602343"
"444","8.083525454820272","8.083525454820272","8.083525454820272"
"445","8.641996840896207","8.641996840896207","8.641996840896207"
"446","9.12029612343133","9.12029612343133","9.12029612343133"
"447","7.836124240568469","7.836124240568469","7.836124240568469"
"448","7.434321865834789","7.434321865834789","7.434321865834789"
"449","7.328316536841277","7.328316536841277","7.328316536841277"
"450","8.12295449002159","8.12295449002159","8.12295449002159"
"451","7.664441740056669","7.664441740056669","7.664441740056669"
"452","7.831952885574803","7.831952885574803","7.831952885574803"
"453","7.454917702174031","7.454917702174031","7.454917702174031"
"454","5.64161780598957","5.64161780598957","5.64161780598957"
"455","4.65190330521955","4.65190330521955","4.65190330521955"
"456","7.189154047263233","7.189154047263233","7.189154047263233"
"457","7.332194343393614","7.332194343393614","7.332194343393614"
"458","5.602383108292586","5.602383108292586","5.602383108292586"
"459","9.205210161595685","9.205210161595685","9.205210161595685"
"460","7.800786243120247","7.800786243120247","7.800786243120247"
"461","9.139216969295859","9.139216969295859","9.139216969295859"
"462","6.680867326243547","6.680867326243547","6.680867326243547"
"463","7.008462120635241","7.008462120635241","7.008462120635241"
"464","6.224113639281541","6.224113639281541","6.224113639281541"
"465","8.8478301343857","8.8478301343857","8.8478301343857"
"466","8.773877662798457","8.773877662798457","8.773877662798457"
"467","7.116168058868189","7.116168058868189","7.116168058868189"
"468","6.558121479446191","6.558121479446191","6.558121479446191"
"469","6.982616608218933","6.982616608218933","6.982616608218933"
"470","8.59339026977744","8.59339026977744","8.59339026977744"
"471","6.189854878332726","6.189854878332726","6.189854878332726"
"472","9.121901412725816","9.121901412725816","9.121901412725816"
"473","7.329179408922459","7.329179408922459","7.329179408922459"
"474","7.956613323702425","7.956613323702425","7.956613323702425"
"475","5.572732458992935","5.572732458992935","5.572732458992935"
"476","8.732635957753498","8.732635957753498","8.732635957753498"
"477","8.853339033040148","8.853339033040148","8.853339033040148"
