"Step","half cheetah box weight - valid_returns","half cheetah box weight - valid_returns__MIN","half cheetah box weight - valid_returns__MAX"
"138","143.08668518066406","143.08668518066406","143.08668518066406"
"139","143.1632080078125","143.1632080078125","143.1632080078125"
"140","144.86669921875","144.86669921875","144.86669921875"
"141","143.98193359375","143.98193359375","143.98193359375"
"142","144.51821899414062","144.51821899414062","144.51821899414062"
"143","145.4649200439453","145.4649200439453","145.4649200439453"
"144","146.7835693359375","146.7835693359375","146.7835693359375"
"145","147.37733459472656","147.37733459472656","147.37733459472656"
"146","146.3415985107422","146.3415985107422","146.3415985107422"
"147","148.47804260253906","148.47804260253906","148.47804260253906"
"148","150.2972869873047","150.2972869873047","150.2972869873047"
"149","149.6571807861328","149.6571807861328","149.6571807861328"
"150","150.14698791503906","150.14698791503906","150.14698791503906"
"151","150.36354064941406","150.36354064941406","150.36354064941406"
"152","150.2976531982422","150.2976531982422","150.2976531982422"
"153","151.17568969726562","151.17568969726562","151.17568969726562"
"154","152.0352783203125","152.0352783203125","152.0352783203125"
"155","153.0659637451172","153.0659637451172","153.0659637451172"
"156","152.6540069580078","152.6540069580078","152.6540069580078"
"157","153.90924072265625","153.90924072265625","153.90924072265625"
"158","153.8707275390625","153.8707275390625","153.8707275390625"
"159","154.86141967773438","154.86141967773438","154.86141967773438"
"160","153.7067108154297","153.7067108154297","153.7067108154297"
"161","155.4381103515625","155.4381103515625","155.4381103515625"
"162","155.9599609375","155.9599609375","155.9599609375"
"163","155.87289428710938","155.87289428710938","155.87289428710938"
"164","156.38575744628906","156.38575744628906","156.38575744628906"
"165","157.7619171142578","157.7619171142578","157.7619171142578"
"166","157.57652282714844","157.57652282714844","157.57652282714844"
"167","156.9755096435547","156.9755096435547","156.9755096435547"
"168","158.12091064453125","158.12091064453125","158.12091064453125"
"169","158.37750244140625","158.37750244140625","158.37750244140625"
"170","159.12344360351562","159.12344360351562","159.12344360351562"
"171","160.05572509765625","160.05572509765625","160.05572509765625"
"172","159.7997589111328","159.7997589111328","159.7997589111328"
"173","161.51202392578125","161.51202392578125","161.51202392578125"
"174","161.40777587890625","161.40777587890625","161.40777587890625"
"175","161.4341278076172","161.4341278076172","161.4341278076172"
"176","162.47122192382812","162.47122192382812","162.47122192382812"
"177","162.86282348632812","162.86282348632812","162.86282348632812"
"178","162.76515197753906","162.76515197753906","162.76515197753906"
"179","163.8578643798828","163.8578643798828","163.8578643798828"
"180","164.0030059814453","164.0030059814453","164.0030059814453"
"181","164.79794311523438","164.79794311523438","164.79794311523438"
"182","164.6641845703125","164.6641845703125","164.6641845703125"
"183","165.06820678710938","165.06820678710938","165.06820678710938"
"184","165.0692596435547","165.0692596435547","165.0692596435547"
"185","164.54812622070312","164.54812622070312","164.54812622070312"
"186","166.81802368164062","166.81802368164062","166.81802368164062"
"187","166.31443786621094","166.31443786621094","166.31443786621094"
"188","167.1056671142578","167.1056671142578","167.1056671142578"
"189","167.40577697753906","167.40577697753906","167.40577697753906"
"190","166.70639038085938","166.70639038085938","166.70639038085938"
"191","168.11270141601562","168.11270141601562","168.11270141601562"
"192","169.00503540039062","169.00503540039062","169.00503540039062"
"193","168.31324768066406","168.31324768066406","168.31324768066406"
"194","169.16917419433594","169.16917419433594","169.16917419433594"
"195","169.49395751953125","169.49395751953125","169.49395751953125"
"196","169.0093536376953","169.0093536376953","169.0093536376953"
"197","168.77593994140625","168.77593994140625","168.77593994140625"
"198","170.2206268310547","170.2206268310547","170.2206268310547"
"199","170.84878540039062","170.84878540039062","170.84878540039062"
"200","170.04473876953125","170.04473876953125","170.04473876953125"
"201","170.81509399414062","170.81509399414062","170.81509399414062"
"202","170.77407836914062","170.77407836914062","170.77407836914062"
"203","172.67286682128906","172.67286682128906","172.67286682128906"
"204","172.36354064941406","172.36354064941406","172.36354064941406"
"205","172.36553955078125","172.36553955078125","172.36553955078125"
"206","171.98764038085938","171.98764038085938","171.98764038085938"
"207","173.29437255859375","173.29437255859375","173.29437255859375"
"208","173.23355102539062","173.23355102539062","173.23355102539062"
"209","173.86553955078125","173.86553955078125","173.86553955078125"
"210","173.6374969482422","173.6374969482422","173.6374969482422"
"211","174.15512084960938","174.15512084960938","174.15512084960938"
"212","175.69190979003906","175.69190979003906","175.69190979003906"
"213","175.73658752441406","175.73658752441406","175.73658752441406"
"214","175.69187927246094","175.69187927246094","175.69187927246094"
"215","175.56503295898438","175.56503295898438","175.56503295898438"
"216","175.45770263671875","175.45770263671875","175.45770263671875"
"217","175.8246612548828","175.8246612548828","175.8246612548828"
"218","176.39312744140625","176.39312744140625","176.39312744140625"
"219","177.1357879638672","177.1357879638672","177.1357879638672"
"220","177.26116943359375","177.26116943359375","177.26116943359375"
"221","176.15692138671875","176.15692138671875","176.15692138671875"
"222","177.07826232910156","177.07826232910156","177.07826232910156"
"223","177.5455322265625","177.5455322265625","177.5455322265625"
"224","178.37550354003906","178.37550354003906","178.37550354003906"
"225","177.95945739746094","177.95945739746094","177.95945739746094"
"226","177.95928955078125","177.95928955078125","177.95928955078125"
"227","178.43905639648438","178.43905639648438","178.43905639648438"
"228","179.55616760253906","179.55616760253906","179.55616760253906"
"229","180.79644775390625","180.79644775390625","180.79644775390625"
"230","179.81781005859375","179.81781005859375","179.81781005859375"
"231","180.09986877441406","180.09986877441406","180.09986877441406"
"232","179.9249267578125","179.9249267578125","179.9249267578125"
"233","180.8045654296875","180.8045654296875","180.8045654296875"
"234","180.06031799316406","180.06031799316406","180.06031799316406"
"235","180.3838348388672","180.3838348388672","180.3838348388672"
"236","182.01539611816406","182.01539611816406","182.01539611816406"
"237","181.4296417236328","181.4296417236328","181.4296417236328"
"238","182.60476684570312","182.60476684570312","182.60476684570312"
"239","181.1409912109375","181.1409912109375","181.1409912109375"
"240","182.63690185546875","182.63690185546875","182.63690185546875"
"241","182.71798706054688","182.71798706054688","182.71798706054688"
"242","182.76596069335938","182.76596069335938","182.76596069335938"
"243","182.4992218017578","182.4992218017578","182.4992218017578"
"244","184.01742553710938","184.01742553710938","184.01742553710938"
"245","183.09780883789062","183.09780883789062","183.09780883789062"
"246","183.21031188964844","183.21031188964844","183.21031188964844"
"247","182.68472290039062","182.68472290039062","182.68472290039062"
"248","184.2115478515625","184.2115478515625","184.2115478515625"
"249","182.69000244140625","182.69000244140625","182.69000244140625"
"250","184.83963012695312","184.83963012695312","184.83963012695312"
"251","183.44784545898438","183.44784545898438","183.44784545898438"
"252","184.36473083496094","184.36473083496094","184.36473083496094"
"253","185.26669311523438","185.26669311523438","185.26669311523438"
"254","185.33892822265625","185.33892822265625","185.33892822265625"
"255","185.8485107421875","185.8485107421875","185.8485107421875"
"256","185.6162109375","185.6162109375","185.6162109375"
"257","185.9185333251953","185.9185333251953","185.9185333251953"
"258","185.77618408203125","185.77618408203125","185.77618408203125"
"259","186.86326599121094","186.86326599121094","186.86326599121094"
"260","186.96922302246094","186.96922302246094","186.96922302246094"
"261","186.9640655517578","186.9640655517578","186.9640655517578"
"262","185.86322021484375","185.86322021484375","185.86322021484375"
"263","187.5888671875","187.5888671875","187.5888671875"
"264","186.18807983398438","186.18807983398438","186.18807983398438"
"265","187.3449249267578","187.3449249267578","187.3449249267578"
"266","187.35107421875","187.35107421875","187.35107421875"
"267","187.62335205078125","187.62335205078125","187.62335205078125"
"268","186.7816619873047","186.7816619873047","186.7816619873047"
"269","188.38555908203125","188.38555908203125","188.38555908203125"
"270","188.7652130126953","188.7652130126953","188.7652130126953"
"271","188.5801239013672","188.5801239013672","188.5801239013672"
"272","189.0802764892578","189.0802764892578","189.0802764892578"
"273","190.2491455078125","190.2491455078125","190.2491455078125"
"274","189.62384033203125","189.62384033203125","189.62384033203125"
"275","189.5059356689453","189.5059356689453","189.5059356689453"
"276","189.98582458496094","189.98582458496094","189.98582458496094"
"277","190.21343994140625","190.21343994140625","190.21343994140625"
"278","190.92698669433594","190.92698669433594","190.92698669433594"
"279","190.53269958496094","190.53269958496094","190.53269958496094"
"280","190.24667358398438","190.24667358398438","190.24667358398438"
"281","191.0087432861328","191.0087432861328","191.0087432861328"
"282","190.72621154785156","190.72621154785156","190.72621154785156"
"283","191.732421875","191.732421875","191.732421875"
"284","190.5067596435547","190.5067596435547","190.5067596435547"
"285","191.45980834960938","191.45980834960938","191.45980834960938"
"286","190.8629913330078","190.8629913330078","190.8629913330078"
"287","192.95147705078125","192.95147705078125","192.95147705078125"
"288","192.40428161621094","192.40428161621094","192.40428161621094"
"289","191.74253845214844","191.74253845214844","191.74253845214844"
"290","192.87953186035156","192.87953186035156","192.87953186035156"
"291","192.1480712890625","192.1480712890625","192.1480712890625"
"292","192.5299835205078","192.5299835205078","192.5299835205078"
"293","193.05198669433594","193.05198669433594","193.05198669433594"
"294","193.22744750976562","193.22744750976562","193.22744750976562"
"295","193.15771484375","193.15771484375","193.15771484375"
"296","193.28269958496094","193.28269958496094","193.28269958496094"
"297","192.90359497070312","192.90359497070312","192.90359497070312"
"298","194.08096313476562","194.08096313476562","194.08096313476562"
"299","193.63055419921875","193.63055419921875","193.63055419921875"
"300","194.20179748535156","194.20179748535156","194.20179748535156"
"301","194.16432189941406","194.16432189941406","194.16432189941406"
"302","194.48753356933594","194.48753356933594","194.48753356933594"
"303","195.0037078857422","195.0037078857422","195.0037078857422"
"304","195.02078247070312","195.02078247070312","195.02078247070312"
"305","194.5850830078125","194.5850830078125","194.5850830078125"
"306","195.71917724609375","195.71917724609375","195.71917724609375"
"307","194.6922607421875","194.6922607421875","194.6922607421875"
"308","196.4373779296875","196.4373779296875","196.4373779296875"
"309","195.67373657226562","195.67373657226562","195.67373657226562"
"310","195.5802001953125","195.5802001953125","195.5802001953125"
"311","195.68910217285156","195.68910217285156","195.68910217285156"
"312","195.87948608398438","195.87948608398438","195.87948608398438"
"313","196.36431884765625","196.36431884765625","196.36431884765625"
"314","196.2515106201172","196.2515106201172","196.2515106201172"
"315","196.19766235351562","196.19766235351562","196.19766235351562"
"316","196.62149047851562","196.62149047851562","196.62149047851562"
"317","197.41192626953125","197.41192626953125","197.41192626953125"
"318","197.0552215576172","197.0552215576172","197.0552215576172"
"319","197.83424377441406","197.83424377441406","197.83424377441406"
"320","197.6615753173828","197.6615753173828","197.6615753173828"
"321","197.80941772460938","197.80941772460938","197.80941772460938"
"322","197.63546752929688","197.63546752929688","197.63546752929688"
"323","196.89901733398438","196.89901733398438","196.89901733398438"
"324","196.31802368164062","196.31802368164062","196.31802368164062"
"325","197.5009765625","197.5009765625","197.5009765625"
"326","197.85366821289062","197.85366821289062","197.85366821289062"
"327","197.29644775390625","197.29644775390625","197.29644775390625"
"328","197.70359802246094","197.70359802246094","197.70359802246094"
"329","198.27455139160156","198.27455139160156","198.27455139160156"
"330","199.12591552734375","199.12591552734375","199.12591552734375"
"331","199.06942749023438","199.06942749023438","199.06942749023438"
"332","199.37347412109375","199.37347412109375","199.37347412109375"
"333","198.15843200683594","198.15843200683594","198.15843200683594"
"334","199.26791381835938","199.26791381835938","199.26791381835938"
"335","199.59445190429688","199.59445190429688","199.59445190429688"
"336","199.8398895263672","199.8398895263672","199.8398895263672"
"337","200.21896362304688","200.21896362304688","200.21896362304688"
"338","200.34576416015625","200.34576416015625","200.34576416015625"
"339","199.5014190673828","199.5014190673828","199.5014190673828"
"340","200.2559051513672","200.2559051513672","200.2559051513672"
"341","200.1702880859375","200.1702880859375","200.1702880859375"
"342","200.10853576660156","200.10853576660156","200.10853576660156"
"343","200.60845947265625","200.60845947265625","200.60845947265625"
"344","200.599609375","200.599609375","200.599609375"
"345","200.88182067871094","200.88182067871094","200.88182067871094"
"346","200.5957794189453","200.5957794189453","200.5957794189453"
"347","200.5322265625","200.5322265625","200.5322265625"
"348","200.98423767089844","200.98423767089844","200.98423767089844"
"349","201.1240692138672","201.1240692138672","201.1240692138672"
"350","202.1031036376953","202.1031036376953","202.1031036376953"
"351","201.59136962890625","201.59136962890625","201.59136962890625"
"352","201.57684326171875","201.57684326171875","201.57684326171875"
"353","201.4532012939453","201.4532012939453","201.4532012939453"
"354","201.18763732910156","201.18763732910156","201.18763732910156"
"355","201.75828552246094","201.75828552246094","201.75828552246094"
"356","202.16632080078125","202.16632080078125","202.16632080078125"
"357","203.00001525878906","203.00001525878906","203.00001525878906"
"358","202.63839721679688","202.63839721679688","202.63839721679688"
"359","202.98086547851562","202.98086547851562","202.98086547851562"
"360","202.36474609375","202.36474609375","202.36474609375"
"361","202.81680297851562","202.81680297851562","202.81680297851562"
"362","203.23104858398438","203.23104858398438","203.23104858398438"
"363","202.85369873046875","202.85369873046875","202.85369873046875"
"364","203.05836486816406","203.05836486816406","203.05836486816406"
"365","202.58135986328125","202.58135986328125","202.58135986328125"
"366","202.7047119140625","202.7047119140625","202.7047119140625"
"367","203.6547393798828","203.6547393798828","203.6547393798828"
"368","203.82940673828125","203.82940673828125","203.82940673828125"
"369","203.37362670898438","203.37362670898438","203.37362670898438"
"370","203.96852111816406","203.96852111816406","203.96852111816406"
"371","204.28643798828125","204.28643798828125","204.28643798828125"
"372","203.4668426513672","203.4668426513672","203.4668426513672"
"373","204.53941345214844","204.53941345214844","204.53941345214844"
"374","205.20033264160156","205.20033264160156","205.20033264160156"
"375","204.2915802001953","204.2915802001953","204.2915802001953"
"376","204.08006286621094","204.08006286621094","204.08006286621094"
"377","204.40589904785156","204.40589904785156","204.40589904785156"
"378","204.6991729736328","204.6991729736328","204.6991729736328"
"379","204.8037109375","204.8037109375","204.8037109375"
"380","205.0835723876953","205.0835723876953","205.0835723876953"
"381","204.85272216796875","204.85272216796875","204.85272216796875"
"382","205.42953491210938","205.42953491210938","205.42953491210938"
"383","204.99588012695312","204.99588012695312","204.99588012695312"
"384","206.03652954101562","206.03652954101562","206.03652954101562"
"385","205.14044189453125","205.14044189453125","205.14044189453125"
"386","205.3789825439453","205.3789825439453","205.3789825439453"
"387","204.9786376953125","204.9786376953125","204.9786376953125"
"388","206.56109619140625","206.56109619140625","206.56109619140625"
"389","205.9940643310547","205.9940643310547","205.9940643310547"
"390","205.5933074951172","205.5933074951172","205.5933074951172"
"391","206.79330444335938","206.79330444335938","206.79330444335938"
"392","207.08128356933594","207.08128356933594","207.08128356933594"
"393","206.36119079589844","206.36119079589844","206.36119079589844"
"394","206.99656677246094","206.99656677246094","206.99656677246094"
"395","206.79562377929688","206.79562377929688","206.79562377929688"
"396","207.43972778320312","207.43972778320312","207.43972778320312"
"397","207.45074462890625","207.45074462890625","207.45074462890625"
"398","206.7244110107422","206.7244110107422","206.7244110107422"
"399","206.86058044433594","206.86058044433594","206.86058044433594"
"400","206.89678955078125","206.89678955078125","206.89678955078125"
"401","207.20965576171875","207.20965576171875","207.20965576171875"
"402","207.36061096191406","207.36061096191406","207.36061096191406"
"403","205.87997436523438","205.87997436523438","205.87997436523438"
"404","207.5071258544922","207.5071258544922","207.5071258544922"
"405","207.75167846679688","207.75167846679688","207.75167846679688"
"406","207.85433959960938","207.85433959960938","207.85433959960938"
"407","208.44349670410156","208.44349670410156","208.44349670410156"
"408","207.78628540039062","207.78628540039062","207.78628540039062"
"409","208.04571533203125","208.04571533203125","208.04571533203125"
"410","207.25953674316406","207.25953674316406","207.25953674316406"
"411","208.1787109375","208.1787109375","208.1787109375"
"412","208.30250549316406","208.30250549316406","208.30250549316406"
"413","208.0790252685547","208.0790252685547","208.0790252685547"
"414","208.38429260253906","208.38429260253906","208.38429260253906"
"415","207.7113494873047","207.7113494873047","207.7113494873047"
"416","209.23780822753906","209.23780822753906","209.23780822753906"
"417","208.36883544921875","208.36883544921875","208.36883544921875"
"418","208.9824676513672","208.9824676513672","208.9824676513672"
"419","208.89064025878906","208.89064025878906","208.89064025878906"
"420","209.62362670898438","209.62362670898438","209.62362670898438"
"421","209.3574676513672","209.3574676513672","209.3574676513672"
"422","209.00949096679688","209.00949096679688","209.00949096679688"
"423","208.99691772460938","208.99691772460938","208.99691772460938"
"424","209.6249237060547","209.6249237060547","209.6249237060547"
"425","209.24325561523438","209.24325561523438","209.24325561523438"
"426","210.08489990234375","210.08489990234375","210.08489990234375"
"427","208.00677490234375","208.00677490234375","208.00677490234375"
"428","209.61407470703125","209.61407470703125","209.61407470703125"
"429","210.25131225585938","210.25131225585938","210.25131225585938"
"430","209.97918701171875","209.97918701171875","209.97918701171875"
"431","209.9141082763672","209.9141082763672","209.9141082763672"
"432","210.4564208984375","210.4564208984375","210.4564208984375"
"433","209.3310546875","209.3310546875","209.3310546875"
"434","210.22438049316406","210.22438049316406","210.22438049316406"
"435","209.71363830566406","209.71363830566406","209.71363830566406"
"436","210.6444549560547","210.6444549560547","210.6444549560547"
"437","210.23046875","210.23046875","210.23046875"
"438","209.8642120361328","209.8642120361328","209.8642120361328"
"439","211.16566467285156","211.16566467285156","211.16566467285156"
"440","211.3496856689453","211.3496856689453","211.3496856689453"
"441","211.19085693359375","211.19085693359375","211.19085693359375"
"442","210.9412078857422","210.9412078857422","210.9412078857422"
"443","209.81222534179688","209.81222534179688","209.81222534179688"
"444","211.24844360351562","211.24844360351562","211.24844360351562"
"445","211.0839080810547","211.0839080810547","211.0839080810547"
"446","210.56402587890625","210.56402587890625","210.56402587890625"
"447","211.11155700683594","211.11155700683594","211.11155700683594"
"448","211.58163452148438","211.58163452148438","211.58163452148438"
"449","211.86932373046875","211.86932373046875","211.86932373046875"
"450","210.73495483398438","210.73495483398438","210.73495483398438"
"451","211.31475830078125","211.31475830078125","211.31475830078125"
"452","211.75384521484375","211.75384521484375","211.75384521484375"
"453","211.95465087890625","211.95465087890625","211.95465087890625"
"454","211.8900146484375","211.8900146484375","211.8900146484375"
"455","211.56405639648438","211.56405639648438","211.56405639648438"
"456","211.73007202148438","211.73007202148438","211.73007202148438"
"457","211.90472412109375","211.90472412109375","211.90472412109375"
"458","211.86802673339844","211.86802673339844","211.86802673339844"
"459","211.56353759765625","211.56353759765625","211.56353759765625"
"460","211.732421875","211.732421875","211.732421875"
"461","212.84046936035156","212.84046936035156","212.84046936035156"
"462","212.38015747070312","212.38015747070312","212.38015747070312"
"463","211.81666564941406","211.81666564941406","211.81666564941406"
"464","212.18569946289062","212.18569946289062","212.18569946289062"
"465","211.8877410888672","211.8877410888672","211.8877410888672"
"466","212.35218811035156","212.35218811035156","212.35218811035156"
"467","212.42967224121094","212.42967224121094","212.42967224121094"
"468","212.17071533203125","212.17071533203125","212.17071533203125"
"469","212.97642517089844","212.97642517089844","212.97642517089844"
"470","212.98435974121094","212.98435974121094","212.98435974121094"
"471","212.7824249267578","212.7824249267578","212.7824249267578"
"472","213.00698852539062","213.00698852539062","213.00698852539062"
"473","212.7758026123047","212.7758026123047","212.7758026123047"
"474","212.5778350830078","212.5778350830078","212.5778350830078"
"475","212.4320526123047","212.4320526123047","212.4320526123047"
"476","212.81495666503906","212.81495666503906","212.81495666503906"
"477","213.06988525390625","213.06988525390625","213.06988525390625"
"478","212.87017822265625","212.87017822265625","212.87017822265625"
"479","211.8310089111328","211.8310089111328","211.8310089111328"
"480","213.8391571044922","213.8391571044922","213.8391571044922"
"481","212.90316772460938","212.90316772460938","212.90316772460938"
"482","213.50692749023438","213.50692749023438","213.50692749023438"
"483","213.41903686523438","213.41903686523438","213.41903686523438"
"484","213.74496459960938","213.74496459960938","213.74496459960938"
"485","213.19703674316406","213.19703674316406","213.19703674316406"
"486","212.43280029296875","212.43280029296875","212.43280029296875"
"487","213.24777221679688","213.24777221679688","213.24777221679688"
"488","213.67279052734375","213.67279052734375","213.67279052734375"
"489","213.2341766357422","213.2341766357422","213.2341766357422"
"490","213.54067993164062","213.54067993164062","213.54067993164062"
"491","212.69696044921875","212.69696044921875","212.69696044921875"
"492","213.40179443359375","213.40179443359375","213.40179443359375"
"493","213.5470733642578","213.5470733642578","213.5470733642578"
"494","214.0829315185547","214.0829315185547","214.0829315185547"
"495","213.42613220214844","213.42613220214844","213.42613220214844"
"496","213.45237731933594","213.45237731933594","213.45237731933594"
"497","213.30999755859375","213.30999755859375","213.30999755859375"
