"Step","ctrl_cost 0.5 ant leg weight 1 - valid_returns","ctrl_cost 0.5 ant leg weight 1 - valid_returns__MIN","ctrl_cost 0.5 ant leg weight 1 - valid_returns__MAX"
"442","58.895877838134766","58.895877838134766","58.895877838134766"
"443","55.19697570800781","55.19697570800781","55.19697570800781"
"444","58.09294128417969","58.09294128417969","58.09294128417969"
"445","59.45621109008789","59.45621109008789","59.45621109008789"
"446","59.609588623046875","59.609588623046875","59.609588623046875"
"447","58.56734848022461","58.56734848022461","58.56734848022461"
"448","62.188636779785156","62.188636779785156","62.188636779785156"
"449","64.42692565917969","64.42692565917969","64.42692565917969"
"450","61.84589767456055","61.84589767456055","61.84589767456055"
"451","64.37905883789062","64.37905883789062","64.37905883789062"
"452","63.937522888183594","63.937522888183594","63.937522888183594"
"453","65.61547088623047","65.61547088623047","65.61547088623047"
"454","67.50558471679688","67.50558471679688","67.50558471679688"
"455","64.67626190185547","64.67626190185547","64.67626190185547"
"456","71.2992935180664","71.2992935180664","71.2992935180664"
"457","67.75421142578125","67.75421142578125","67.75421142578125"
"458","65.90270233154297","65.90270233154297","65.90270233154297"
"459","69.71720886230469","69.71720886230469","69.71720886230469"
"460","72.06820678710938","72.06820678710938","72.06820678710938"
"461","70.7990493774414","70.7990493774414","70.7990493774414"
"462","73.13562774658203","73.13562774658203","73.13562774658203"
"463","73.30593872070312","73.30593872070312","73.30593872070312"
"464","74.4771957397461","74.4771957397461","74.4771957397461"
"465","73.95095825195312","73.95095825195312","73.95095825195312"
"466","73.41862487792969","73.41862487792969","73.41862487792969"
"467","75.6951675415039","75.6951675415039","75.6951675415039"
"468","76.7815933227539","76.7815933227539","76.7815933227539"
"469","79.52162170410156","79.52162170410156","79.52162170410156"
"470","79.66263580322266","79.66263580322266","79.66263580322266"
"471","78.88665008544922","78.88665008544922","78.88665008544922"
"472","81.60635375976562","81.60635375976562","81.60635375976562"
"473","79.97895050048828","79.97895050048828","79.97895050048828"
"474","80.0815658569336","80.0815658569336","80.0815658569336"
"475","82.89663696289062","82.89663696289062","82.89663696289062"
"476","83.0625228881836","83.0625228881836","83.0625228881836"
"477","84.96739959716797","84.96739959716797","84.96739959716797"
"478","84.02591705322266","84.02591705322266","84.02591705322266"
"479","86.81221008300781","86.81221008300781","86.81221008300781"
"480","89.66865539550781","89.66865539550781","89.66865539550781"
"481","87.09925079345703","87.09925079345703","87.09925079345703"
"482","90.79388427734375","90.79388427734375","90.79388427734375"
"483","91.56749725341797","91.56749725341797","91.56749725341797"
"484","90.2308120727539","90.2308120727539","90.2308120727539"
"485","90.04070281982422","90.04070281982422","90.04070281982422"
"486","93.4794921875","93.4794921875","93.4794921875"
"487","92.72750091552734","92.72750091552734","92.72750091552734"
"488","96.26300811767578","96.26300811767578","96.26300811767578"
"489","96.33154296875","96.33154296875","96.33154296875"
"490","95.36943054199219","95.36943054199219","95.36943054199219"
"491","98.40507507324219","98.40507507324219","98.40507507324219"
"492","97.00352478027344","97.00352478027344","97.00352478027344"
"493","96.35446166992188","96.35446166992188","96.35446166992188"
"494","99.51240539550781","99.51240539550781","99.51240539550781"
"495","98.4081039428711","98.4081039428711","98.4081039428711"
"496","102.48982238769531","102.48982238769531","102.48982238769531"
"497","102.47299194335938","102.47299194335938","102.47299194335938"
"498","103.6630859375","103.6630859375","103.6630859375"
"499","102.32048797607422","102.32048797607422","102.32048797607422"
