"Step","ctrl_cost 0.5 ant leg weight 1 - x_diff","ctrl_cost 0.5 ant leg weight 1 - x_diff__MIN","ctrl_cost 0.5 ant leg weight 1 - x_diff__MAX"
"0","0.5251356490463858","0.5251356490463858","0.5251356490463858"
"1","0.8246397908484848","0.8246397908484848","0.8246397908484848"
"2","2.949348850982943","2.949348850982943","2.949348850982943"
"3","0.37326853221010436","0.37326853221010436","0.37326853221010436"
"4","-0.2055143718441231","-0.2055143718441231","-0.2055143718441231"
"5","-1.0459420189084039","-1.0459420189084039","-1.0459420189084039"
"6","0.9591579112501959","0.9591579112501959","0.9591579112501959"
"7","0.5163221633847569","0.5163221633847569","0.5163221633847569"
"8","-0.5663752645829135","-0.5663752645829135","-0.5663752645829135"
"9","0.5376042239437201","0.5376042239437201","0.5376042239437201"
"10","1.013270357206381","1.013270357206381","1.013270357206381"
"11","-0.0001229551302073884","-0.0001229551302073884","-0.0001229551302073884"
"12","-0.4886728513055267","-0.4886728513055267","-0.4886728513055267"
"13","0.038472396831924424","0.038472396831924424","0.038472396831924424"
"14","0.6837864323570837","0.6837864323570837","0.6837864323570837"
"15","0.5676703569676863","0.5676703569676863","0.5676703569676863"
"16","1.189514340278856","1.189514340278856","1.189514340278856"
"17","-0.9252797361565492","-0.9252797361565492","-0.9252797361565492"
"18","-0.18352870235933716","-0.18352870235933716","-0.18352870235933716"
"19","0.49487311256583066","0.49487311256583066","0.49487311256583066"
"20","0.5110133784749082","0.5110133784749082","0.5110133784749082"
"21","0.6679845451277372","0.6679845451277372","0.6679845451277372"
"22","0.4651542664466699","0.4651542664466699","0.4651542664466699"
"23","-0.22598412319426436","-0.22598412319426436","-0.22598412319426436"
"24","-0.3182742543802137","-0.3182742543802137","-0.3182742543802137"
"25","0.3262234896410283","0.3262234896410283","0.3262234896410283"
"26","2.865514228299881","2.865514228299881","2.865514228299881"
"27","0.1477875823964679","0.1477875823964679","0.1477875823964679"
"28","0.05634503159090322","0.05634503159090322","0.05634503159090322"
"29","1.2766855456714696","1.2766855456714696","1.2766855456714696"
"30","1.2481270399762872","1.2481270399762872","1.2481270399762872"
"31","1.2339097269937382","1.2339097269937382","1.2339097269937382"
"32","2.910225184225331","2.910225184225331","2.910225184225331"
"33","-2.383604337800286","-2.383604337800286","-2.383604337800286"
"34","0.39328980214578635","0.39328980214578635","0.39328980214578635"
"35","-0.290435909439434","-0.290435909439434","-0.290435909439434"
"36","1.0175536514901886","1.0175536514901886","1.0175536514901886"
"37","1.0336527461451916","1.0336527461451916","1.0336527461451916"
"38","0.8553054959080176","0.8553054959080176","0.8553054959080176"
"39","-0.21207053413077306","-0.21207053413077306","-0.21207053413077306"
"40","2.5391099092627814","2.5391099092627814","2.5391099092627814"
"41","0.4966630889779692","0.4966630889779692","0.4966630889779692"
"42","0.6156113029916815","0.6156113029916815","0.6156113029916815"
"43","-0.42780591175160526","-0.42780591175160526","-0.42780591175160526"
"44","0.708858479357842","0.708858479357842","0.708858479357842"
"45","-0.5419977356138979","-0.5419977356138979","-0.5419977356138979"
"46","-0.16140925618447038","-0.16140925618447038","-0.16140925618447038"
"47","0.5297714878781579","0.5297714878781579","0.5297714878781579"
"48","0.3595201276053593","0.3595201276053593","0.3595201276053593"
"49","0.8008038191961092","0.8008038191961092","0.8008038191961092"
"50","0.42666765519825717","0.42666765519825717","0.42666765519825717"
"51","-0.107528778633922","-0.107528778633922","-0.107528778633922"
"52","-0.1121792857887788","-0.1121792857887788","-0.1121792857887788"
"53","-0.6195248871876218","-0.6195248871876218","-0.6195248871876218"
"54","1.0457718237447264","1.0457718237447264","1.0457718237447264"
"55","1.554475271554351","1.554475271554351","1.554475271554351"
"56","0.38874511020781266","0.38874511020781266","0.38874511020781266"
"57","0.35450970495940504","0.35450970495940504","0.35450970495940504"
"58","0.7628980894477638","0.7628980894477638","0.7628980894477638"
"59","-0.0566129190694537","-0.0566129190694537","-0.0566129190694537"
"60","0.3493260502567496","0.3493260502567496","0.3493260502567496"
"61","1.1933209601027595","1.1933209601027595","1.1933209601027595"
"62","0.03267489466193903","0.03267489466193903","0.03267489466193903"
"63","0.5523707833984262","0.5523707833984262","0.5523707833984262"
"64","0.06126772157450003","0.06126772157450003","0.06126772157450003"
"65","0.19662236764973226","0.19662236764973226","0.19662236764973226"
"66","-0.45169581619878846","-0.45169581619878846","-0.45169581619878846"
"67","0.4291435656053703","0.4291435656053703","0.4291435656053703"
"68","0.5025054417529169","0.5025054417529169","0.5025054417529169"
"69","0.9314834962009163","0.9314834962009163","0.9314834962009163"
"70","0.145923757453117","0.145923757453117","0.145923757453117"
"71","0.4978192332947167","0.4978192332947167","0.4978192332947167"
"72","0.12966429454696937","0.12966429454696937","0.12966429454696937"
"73","-0.04450064150991786","-0.04450064150991786","-0.04450064150991786"
"74","0.5386235936411218","0.5386235936411218","0.5386235936411218"
"75","-0.31235545582486945","-0.31235545582486945","-0.31235545582486945"
"76","0.4484112273645232","0.4484112273645232","0.4484112273645232"
"77","0.6069147996189616","0.6069147996189616","0.6069147996189616"
"78","0.04402905417241143","0.04402905417241143","0.04402905417241143"
"79","0.856485855828232","0.856485855828232","0.856485855828232"
"80","0.4597550113728358","0.4597550113728358","0.4597550113728358"
"81","1.0816026465083606","1.0816026465083606","1.0816026465083606"
"82","0.3827362624548138","0.3827362624548138","0.3827362624548138"
"83","1.0264877106689068","1.0264877106689068","1.0264877106689068"
"84","0.9045067467909729","0.9045067467909729","0.9045067467909729"
"85","0.7660356424375887","0.7660356424375887","0.7660356424375887"
"86","0.38569616891581054","0.38569616891581054","0.38569616891581054"
"87","0.737924073526987","0.737924073526987","0.737924073526987"
"88","1.1057432620984258","1.1057432620984258","1.1057432620984258"
"89","1.024612343095043","1.024612343095043","1.024612343095043"
"90","0.2416741092719745","0.2416741092719745","0.2416741092719745"
"91","0.4271676849499987","0.4271676849499987","0.4271676849499987"
"92","1.2121107876373718","1.2121107876373718","1.2121107876373718"
"93","0.4596127500985365","0.4596127500985365","0.4596127500985365"
"94","1.528878249690427","1.528878249690427","1.528878249690427"
"95","0.2222561205785868","0.2222561205785868","0.2222561205785868"
"96","-0.1098563711362581","-0.1098563711362581","-0.1098563711362581"
"97","3.2507631492731854","3.2507631492731854","3.2507631492731854"
"98","0.6014096401875183","0.6014096401875183","0.6014096401875183"
"99","-0.4198476477931759","-0.4198476477931759","-0.4198476477931759"
"100","1.176022329327491","1.176022329327491","1.176022329327491"
"101","0.5336829503727512","0.5336829503727512","0.5336829503727512"
"102","0.8151057986283995","0.8151057986283995","0.8151057986283995"
"103","0.8684152693547587","0.8684152693547587","0.8684152693547587"
"104","0.6384886737089891","0.6384886737089891","0.6384886737089891"
