"Step","half cheetah box weight - x_diff","half cheetah box weight - x_diff__MIN","half cheetah box weight - x_diff__MAX"
"45","1.6280530784499023","1.6280530784499023","1.6280530784499023"
"46","1.616973341971556","1.616973341971556","1.616973341971556"
"47","0.5724673042692086","0.5724673042692086","0.5724673042692086"
"48","1.4355564661816","1.4355564661816","1.4355564661816"
"49","2.189872353125014","2.189872353125014","2.189872353125014"
"50","3.2156893711861887","3.2156893711861887","3.2156893711861887"
"51","1.2926619936123809","1.2926619936123809","1.2926619936123809"
"52","1.1994608770463535","1.1994608770463535","1.1994608770463535"
"53","2.75269322978266","2.75269322978266","2.75269322978266"
"54","1.3361762117454623","1.3361762117454623","1.3361762117454623"
"55","0.8237276863879999","0.8237276863879999","0.8237276863879999"
"56","1.2685641140803088","1.2685641140803088","1.2685641140803088"
"57","0.17965884374574423","0.17965884374574423","0.17965884374574423"
"58","1.8314710144599116","1.8314710144599116","1.8314710144599116"
"59","0.13473616982329242","0.13473616982329242","0.13473616982329242"
"60","1.7923133925982786","1.7923133925982786","1.7923133925982786"
"61","0.7138305659540071","0.7138305659540071","0.7138305659540071"
"62","2.046208283944878","2.046208283944878","2.046208283944878"
"63","1.83657134823946","1.83657134823946","1.83657134823946"
"64","0.9951301693296587","0.9951301693296587","0.9951301693296587"
"65","3.6666727624567743","3.6666727624567743","3.6666727624567743"
"66","3.8596056497010847","3.8596056497010847","3.8596056497010847"
"67","1.2205584331543649","1.2205584331543649","1.2205584331543649"
"68","0.48944640781752774","0.48944640781752774","0.48944640781752774"
"69","2.215536335463803","2.215536335463803","2.215536335463803"
"70","1.3552617107307243","1.3552617107307243","1.3552617107307243"
"71","1.3630265498210754","1.3630265498210754","1.3630265498210754"
"72","1.1260651444432186","1.1260651444432186","1.1260651444432186"
"73","0.36091341106925806","0.36091341106925806","0.36091341106925806"
"74","2.138985301478889","2.138985301478889","2.138985301478889"
"75","1.7832988857705399","1.7832988857705399","1.7832988857705399"
"76","2.1229227442454954","2.1229227442454954","2.1229227442454954"
"77","3.1876619430503443","3.1876619430503443","3.1876619430503443"
"78","2.111328331601317","2.111328331601317","2.111328331601317"
"79","1.243760599738597","1.243760599738597","1.243760599738597"
"80","1.5750891578798516","1.5750891578798516","1.5750891578798516"
"81","2.249278630150521","2.249278630150521","2.249278630150521"
"82","2.5209490066641074","2.5209490066641074","2.5209490066641074"
"83","1.6462381387654774","1.6462381387654774","1.6462381387654774"
"84","2.2740700645178133","2.2740700645178133","2.2740700645178133"
"85","1.7929051323428349","1.7929051323428349","1.7929051323428349"
"86","2.5202144159479944","2.5202144159479944","2.5202144159479944"
"87","2.229432366338927","2.229432366338927","2.229432366338927"
"88","2.158797880161055","2.158797880161055","2.158797880161055"
"89","3.155262038755856","3.155262038755856","3.155262038755856"
"90","2.7805945068309814","2.7805945068309814","2.7805945068309814"
"91","2.485486238037602","2.485486238037602","2.485486238037602"
"92","1.9623750224672143","1.9623750224672143","1.9623750224672143"
"93","2.2384698210893053","2.2384698210893053","2.2384698210893053"
"94","0.9215278208915842","0.9215278208915842","0.9215278208915842"
"95","2.359422426944493","2.359422426944493","2.359422426944493"
"96","1.936717244683275","1.936717244683275","1.936717244683275"
"97","1.1984303309876427","1.1984303309876427","1.1984303309876427"
"98","4.083557542988031","4.083557542988031","4.083557542988031"
"99","3.723879843404543","3.723879843404543","3.723879843404543"
"100","2.711002607304104","2.711002607304104","2.711002607304104"
"101","1.518779897214744","1.518779897214744","1.518779897214744"
"102","3.3702408181668555","3.3702408181668555","3.3702408181668555"
"103","3.277637105305854","3.277637105305854","3.277637105305854"
"104","3.4105568503302504","3.4105568503302504","3.4105568503302504"
"105","3.814801209914691","3.814801209914691","3.814801209914691"
"106","3.108542399031782","3.108542399031782","3.108542399031782"
"107","3.1820294152793602","3.1820294152793602","3.1820294152793602"
"108","2.8282878687181823","2.8282878687181823","2.8282878687181823"
"109","2.2806102574435236","2.2806102574435236","2.2806102574435236"
"110","2.834319148942904","2.834319148942904","2.834319148942904"
"111","2.8630418183115878","2.8630418183115878","2.8630418183115878"
"112","2.8379195838079254","2.8379195838079254","2.8379195838079254"
"113","3.195311953314607","3.195311953314607","3.195311953314607"
"114","1.679406329711301","1.679406329711301","1.679406329711301"
"115","4.0092505996820105","4.0092505996820105","4.0092505996820105"
"116","4.248218942568716","4.248218942568716","4.248218942568716"
"117","3.6948433154811537","3.6948433154811537","3.6948433154811537"
"118","2.257319426965289","2.257319426965289","2.257319426965289"
"119","3.7901052205147803","3.7901052205147803","3.7901052205147803"
"120","2.1682246473691134","2.1682246473691134","2.1682246473691134"
"121","4.171311539641692","4.171311539641692","4.171311539641692"
"122","3.649270904027637","3.649270904027637","3.649270904027637"
"123","3.4637761334892048","3.4637761334892048","3.4637761334892048"
"124","3.696144972437636","3.696144972437636","3.696144972437636"
"125","5.313775461931045","5.313775461931045","5.313775461931045"
"126","3.1728633420547965","3.1728633420547965","3.1728633420547965"
"127","4.2203494627785165","4.2203494627785165","4.2203494627785165"
"128","4.144595767919742","4.144595767919742","4.144595767919742"
"129","4.628490649401449","4.628490649401449","4.628490649401449"
"130","3.619162686978164","3.619162686978164","3.619162686978164"
"131","3.7809609862893607","3.7809609862893607","3.7809609862893607"
"132","2.049058088367029","2.049058088367029","2.049058088367029"
"133","4.36214329955661","4.36214329955661","4.36214329955661"
"134","4.490864758141319","4.490864758141319","4.490864758141319"
"135","1.745765156111748","1.745765156111748","1.745765156111748"
"136","3.2253306323539985","3.2253306323539985","3.2253306323539985"
"137","4.431963253166706","4.431963253166706","4.431963253166706"
"138","4.759432893527359","4.759432893527359","4.759432893527359"
"139","4.206192007172785","4.206192007172785","4.206192007172785"
"140","4.666510436140827","4.666510436140827","4.666510436140827"
"141","4.5642212063145795","4.5642212063145795","4.5642212063145795"
"142","4.349971967038733","4.349971967038733","4.349971967038733"
"143","4.7277609792934285","4.7277609792934285","4.7277609792934285"
"144","4.160334857194234","4.160334857194234","4.160334857194234"
"145","3.1443040410740246","3.1443040410740246","3.1443040410740246"
"146","3.5038934190524915","3.5038934190524915","3.5038934190524915"
"147","4.105138747058875","4.105138747058875","4.105138747058875"
"148","4.057168863645398","4.057168863645398","4.057168863645398"
"149","4.589365180406969","4.589365180406969","4.589365180406969"
"150","6.329731441683189","6.329731441683189","6.329731441683189"
"151","7.048258814250935","7.048258814250935","7.048258814250935"
"152","4.0273479179767095","4.0273479179767095","4.0273479179767095"
"153","3.400265354715902","3.400265354715902","3.400265354715902"
"154","2.6151703984202324","2.6151703984202324","2.6151703984202324"
"155","4.359389377560731","4.359389377560731","4.359389377560731"
"156","4.076240976968508","4.076240976968508","4.076240976968508"
"157","5.3085724735251425","5.3085724735251425","5.3085724735251425"
"158","4.183671483002301","4.183671483002301","4.183671483002301"
"159","4.84015183943246","4.84015183943246","4.84015183943246"
"160","4.429253546700386","4.429253546700386","4.429253546700386"
"161","4.917140184761837","4.917140184761837","4.917140184761837"
"162","3.821913583230889","3.821913583230889","3.821913583230889"
"163","4.806890151318464","4.806890151318464","4.806890151318464"
"164","6.642878049504357","6.642878049504357","6.642878049504357"
"165","5.141149906936114","5.141149906936114","5.141149906936114"
"166","5.1533344371898435","5.1533344371898435","5.1533344371898435"
"167","5.287852377428515","5.287852377428515","5.287852377428515"
"168","5.29556397959162","5.29556397959162","5.29556397959162"
"169","3.372168714010358","3.372168714010358","3.372168714010358"
"170","6.53859045659131","6.53859045659131","6.53859045659131"
"171","6.4593312682622175","6.4593312682622175","6.4593312682622175"
"172","5.227554837824263","5.227554837824263","5.227554837824263"
"173","3.866365753138459","3.866365753138459","3.866365753138459"
"174","4.860977879356328","4.860977879356328","4.860977879356328"
"175","5.110652984251208","5.110652984251208","5.110652984251208"
"176","5.421829311375654","5.421829311375654","5.421829311375654"
"177","5.8634097586666165","5.8634097586666165","5.8634097586666165"
"178","7.637249453049719","7.637249453049719","7.637249453049719"
"179","5.641854592198838","5.641854592198838","5.641854592198838"
"180","5.8983786190744425","5.8983786190744425","5.8983786190744425"
"181","5.465722509871219","5.465722509871219","5.465722509871219"
"182","6.55449711864339","6.55449711864339","6.55449711864339"
"183","4.406022954510279","4.406022954510279","4.406022954510279"
"184","6.094445144987286","6.094445144987286","6.094445144987286"
"185","5.758161256840449","5.758161256840449","5.758161256840449"
"186","6.9416319606387855","6.9416319606387855","6.9416319606387855"
"187","5.151582030955121","5.151582030955121","5.151582030955121"
"188","6.314935179881305","6.314935179881305","6.314935179881305"
"189","5.589639636501075","5.589639636501075","5.589639636501075"
"190","5.883806432828312","5.883806432828312","5.883806432828312"
"191","9.054364740685468","9.054364740685468","9.054364740685468"
"192","8.174428076204652","8.174428076204652","8.174428076204652"
"193","6.796198800787341","6.796198800787341","6.796198800787341"
"194","4.4902840128575345","4.4902840128575345","4.4902840128575345"
"195","6.436587545704289","6.436587545704289","6.436587545704289"
"196","7.184542003138496","7.184542003138496","7.184542003138496"
"197","6.66336100393042","6.66336100393042","6.66336100393042"
"198","7.020665222926757","7.020665222926757","7.020665222926757"
"199","5.87296956888096","5.87296956888096","5.87296956888096"
"200","6.695941492767266","6.695941492767266","6.695941492767266"
"201","5.7805398145780345","5.7805398145780345","5.7805398145780345"
"202","7.100205779795229","7.100205779795229","7.100205779795229"
"203","7.0360076096080855","7.0360076096080855","7.0360076096080855"
"204","6.4092947688922335","6.4092947688922335","6.4092947688922335"
"205","6.631606711979945","6.631606711979945","6.631606711979945"
"206","6.179052671093587","6.179052671093587","6.179052671093587"
"207","6.89523302671797","6.89523302671797","6.89523302671797"
"208","4.876337552732862","4.876337552732862","4.876337552732862"
"209","6.946868157949312","6.946868157949312","6.946868157949312"
"210","6.558011325447368","6.558011325447368","6.558011325447368"
"211","5.979024969209284","5.979024969209284","5.979024969209284"
"212","5.966604067496078","5.966604067496078","5.966604067496078"
"213","7.3168711646162","7.3168711646162","7.3168711646162"
"214","7.121095495688941","7.121095495688941","7.121095495688941"
"215","6.176283964451592","6.176283964451592","6.176283964451592"
"216","7.8660954925272035","7.8660954925272035","7.8660954925272035"
"217","3.7941872357610156","3.7941872357610156","3.7941872357610156"
"218","6.485563621906407","6.485563621906407","6.485563621906407"
"219","7.854158708734114","7.854158708734114","7.854158708734114"
"220","7.616108981626392","7.616108981626392","7.616108981626392"
"221","6.426539423522503","6.426539423522503","6.426539423522503"
"222","6.128886564972666","6.128886564972666","6.128886564972666"
"223","5.707402963787562","5.707402963787562","5.707402963787562"
"224","8.14152285790492","8.14152285790492","8.14152285790492"
"225","6.893443665549705","6.893443665549705","6.893443665549705"
"226","8.28036875960705","8.28036875960705","8.28036875960705"
"227","5.405747463584719","5.405747463584719","5.405747463584719"
"228","6.301895537132705","6.301895537132705","6.301895537132705"
"229","8.036042498941242","8.036042498941242","8.036042498941242"
"230","5.488762848741675","5.488762848741675","5.488762848741675"
"231","7.064405867156977","7.064405867156977","7.064405867156977"
"232","7.465433956773527","7.465433956773527","7.465433956773527"
"233","7.14133170011338","7.14133170011338","7.14133170011338"
"234","6.480131358572015","6.480131358572015","6.480131358572015"
"235","7.681053623709217","7.681053623709217","7.681053623709217"
"236","7.807921531131077","7.807921531131077","7.807921531131077"
"237","5.982749935261538","5.982749935261538","5.982749935261538"
"238","7.859293060399774","7.859293060399774","7.859293060399774"
"239","4.611455411101433","4.611455411101433","4.611455411101433"
"240","7.599386499353838","7.599386499353838","7.599386499353838"
"241","6.777274143384808","6.777274143384808","6.777274143384808"
"242","6.972595121117487","6.972595121117487","6.972595121117487"
"243","8.098848075493072","8.098848075493072","8.098848075493072"
"244","7.556249359856462","7.556249359856462","7.556249359856462"
"245","5.834529928971479","5.834529928971479","5.834529928971479"
"246","6.764342519304627","6.764342519304627","6.764342519304627"
"247","9.736534862836864","9.736534862836864","9.736534862836864"
"248","6.401198498312962","6.401198498312962","6.401198498312962"
"249","8.735673751765","8.735673751765","8.735673751765"
"250","6.530543485007352","6.530543485007352","6.530543485007352"
"251","6.016793769876494","6.016793769876494","6.016793769876494"
"252","7.14377227611204","7.14377227611204","7.14377227611204"
"253","6.807510350835078","6.807510350835078","6.807510350835078"
"254","6.834692996584611","6.834692996584611","6.834692996584611"
"255","6.090458724787711","6.090458724787711","6.090458724787711"
"256","6.450971681643905","6.450971681643905","6.450971681643905"
"257","5.967465232865853","5.967465232865853","5.967465232865853"
"258","8.311621097134536","8.311621097134536","8.311621097134536"
"259","7.447180145584683","7.447180145584683","7.447180145584683"
"260","6.590370459726951","6.590370459726951","6.590370459726951"
"261","7.493685271613721","7.493685271613721","7.493685271613721"
"262","6.105703472053112","6.105703472053112","6.105703472053112"
"263","6.846372886243063","6.846372886243063","6.846372886243063"
"264","7.884696332265372","7.884696332265372","7.884696332265372"
"265","7.776437471745687","7.776437471745687","7.776437471745687"
"266","6.602520469974185","6.602520469974185","6.602520469974185"
"267","6.9646820854499385","6.9646820854499385","6.9646820854499385"
"268","6.9865998866082455","6.9865998866082455","6.9865998866082455"
"269","11.633030553672146","11.633030553672146","11.633030553672146"
"270","6.311616615748877","6.311616615748877","6.311616615748877"
"271","7.3063407771938245","7.3063407771938245","7.3063407771938245"
"272","7.506325986790315","7.506325986790315","7.506325986790315"
"273","5.914589329345817","5.914589329345817","5.914589329345817"
"274","8.282928819626742","8.282928819626742","8.282928819626742"
"275","7.843761287530105","7.843761287530105","7.843761287530105"
"276","7.074199491374767","7.074199491374767","7.074199491374767"
"277","6.668086365406382","6.668086365406382","6.668086365406382"
"278","7.39246863712531","7.39246863712531","7.39246863712531"
"279","8.7646505874821","8.7646505874821","8.7646505874821"
"280","7.518577295525921","7.518577295525921","7.518577295525921"
"281","7.285525037257392","7.285525037257392","7.285525037257392"
"282","8.540397389432925","8.540397389432925","8.540397389432925"
"283","7.762428877914594","7.762428877914594","7.762428877914594"
"284","8.213016516078405","8.213016516078405","8.213016516078405"
"285","9.13955040866783","9.13955040866783","9.13955040866783"
"286","8.681365956540565","8.681365956540565","8.681365956540565"
"287","7.6172970861874125","7.6172970861874125","7.6172970861874125"
"288","7.431009896803351","7.431009896803351","7.431009896803351"
"289","8.051189148883553","8.051189148883553","8.051189148883553"
"290","7.925050159703392","7.925050159703392","7.925050159703392"
"291","7.502865574822697","7.502865574822697","7.502865574822697"
"292","5.660044992482904","5.660044992482904","5.660044992482904"
"293","7.352023992225028","7.352023992225028","7.352023992225028"
"294","9.764919792140663","9.764919792140663","9.764919792140663"
"295","8.004457458787597","8.004457458787597","8.004457458787597"
"296","7.771081644224427","7.771081644224427","7.771081644224427"
"297","6.983479632563057","6.983479632563057","6.983479632563057"
"298","7.1740153367528885","7.1740153367528885","7.1740153367528885"
"299","8.311813045423605","8.311813045423605","8.311813045423605"
"300","7.1792082687033885","7.1792082687033885","7.1792082687033885"
"301","7.939726650463471","7.939726650463471","7.939726650463471"
"302","7.613774470850109","7.613774470850109","7.613774470850109"
"303","10.032344865136416","10.032344865136416","10.032344865136416"
"304","7.721047139738","7.721047139738","7.721047139738"
"305","8.834851376857456","8.834851376857456","8.834851376857456"
"306","7.6975589558021476","7.6975589558021476","7.6975589558021476"
"307","8.684147626678529","8.684147626678529","8.684147626678529"
"308","8.8936152834439","8.8936152834439","8.8936152834439"
"309","8.002456124595142","8.002456124595142","8.002456124595142"
"310","7.626028690780458","7.626028690780458","7.626028690780458"
"311","6.51708281112302","6.51708281112302","6.51708281112302"
"312","9.247152730582407","9.247152730582407","9.247152730582407"
"313","7.340338526121055","7.340338526121055","7.340338526121055"
"314","8.535678206851683","8.535678206851683","8.535678206851683"
"315","7.980746263718413","7.980746263718413","7.980746263718413"
"316","7.1685394927684","7.1685394927684","7.1685394927684"
"317","8.879713437020667","8.879713437020667","8.879713437020667"
"318","7.380451642556515","7.380451642556515","7.380451642556515"
"319","8.719498721281168","8.719498721281168","8.719498721281168"
"320","8.085587234315149","8.085587234315149","8.085587234315149"
"321","6.387702535659304","6.387702535659304","6.387702535659304"
"322","8.437735857185912","8.437735857185912","8.437735857185912"
"323","7.1905520826959135","7.1905520826959135","7.1905520826959135"
"324","7.585344818884008","7.585344818884008","7.585344818884008"
"325","9.176582865901809","9.176582865901809","9.176582865901809"
"326","9.56904519878334","9.56904519878334","9.56904519878334"
"327","7.915528360009989","7.915528360009989","7.915528360009989"
"328","7.8601873494586485","7.8601873494586485","7.8601873494586485"
"329","7.8820954000350465","7.8820954000350465","7.8820954000350465"
"330","7.943351278501502","7.943351278501502","7.943351278501502"
"331","8.289283324684344","8.289283324684344","8.289283324684344"
"332","8.797426709670493","8.797426709670493","8.797426709670493"
"333","5.280109803521513","5.280109803521513","5.280109803521513"
"334","7.806975990430832","7.806975990430832","7.806975990430832"
"335","7.5231475228934555","7.5231475228934555","7.5231475228934555"
"336","7.473627087794987","7.473627087794987","7.473627087794987"
"337","8.163437318000963","8.163437318000963","8.163437318000963"
"338","8.852877407709027","8.852877407709027","8.852877407709027"
"339","8.498493365524956","8.498493365524956","8.498493365524956"
"340","7.030369796319915","7.030369796319915","7.030369796319915"
"341","7.00664431182817","7.00664431182817","7.00664431182817"
"342","6.070604434646423","6.070604434646423","6.070604434646423"
"343","8.044184625107853","8.044184625107853","8.044184625107853"
"344","7.204575877087879","7.204575877087879","7.204575877087879"
"345","8.098590191792104","8.098590191792104","8.098590191792104"
"346","7.590511868130355","7.590511868130355","7.590511868130355"
"347","8.453466410965756","8.453466410965756","8.453466410965756"
"348","8.63481494816747","8.63481494816747","8.63481494816747"
"349","8.077859083049912","8.077859083049912","8.077859083049912"
"350","7.342834803961838","7.342834803961838","7.342834803961838"
"351","9.388068700388642","9.388068700388642","9.388068700388642"
"352","7.75194866810356","7.75194866810356","7.75194866810356"
"353","5.093468552778739","5.093468552778739","5.093468552778739"
"354","7.0137837893301604","7.0137837893301604","7.0137837893301604"
"355","6.783398236121665","6.783398236121665","6.783398236121665"
"356","7.031820744186992","7.031820744186992","7.031820744186992"
"357","7.412999438351654","7.412999438351654","7.412999438351654"
"358","8.06374712043868","8.06374712043868","8.06374712043868"
"359","8.693725252564029","8.693725252564029","8.693725252564029"
"360","9.494913506508158","9.494913506508158","9.494913506508158"
"361","9.157009653994944","9.157009653994944","9.157009653994944"
"362","7.0904088761647035","7.0904088761647035","7.0904088761647035"
"363","6.215660289924381","6.215660289924381","6.215660289924381"
"364","6.821575192162854","6.821575192162854","6.821575192162854"
"365","8.749051312520796","8.749051312520796","8.749051312520796"
"366","8.554104730124278","8.554104730124278","8.554104730124278"
"367","6.808708860119738","6.808708860119738","6.808708860119738"
"368","7.674846618732409","7.674846618732409","7.674846618732409"
"369","6.988711278213466","6.988711278213466","6.988711278213466"
"370","7.34006382154823","7.34006382154823","7.34006382154823"
"371","7.060317615438107","7.060317615438107","7.060317615438107"
"372","11.30834562392636","11.30834562392636","11.30834562392636"
"373","5.125422660963692","5.125422660963692","5.125422660963692"
"374","8.398287766305968","8.398287766305968","8.398287766305968"
"375","6.99408414556167","6.99408414556167","6.99408414556167"
"376","7.10698413657965","7.10698413657965","7.10698413657965"
"377","8.703335918186747","8.703335918186747","8.703335918186747"
"378","6.739065580932065","6.739065580932065","6.739065580932065"
"379","8.53135023775727","8.53135023775727","8.53135023775727"
"380","7.307401339191507","7.307401339191507","7.307401339191507"
"381","8.611599572612173","8.611599572612173","8.611599572612173"
"382","8.246308423934329","8.246308423934329","8.246308423934329"
"383","7.5935643190647575","7.5935643190647575","7.5935643190647575"
"384","8.391653657270489","8.391653657270489","8.391653657270489"
"385","9.638048115526892","9.638048115526892","9.638048115526892"
"386","6.135714557703485","6.135714557703485","6.135714557703485"
"387","7.3392323481439","7.3392323481439","7.3392323481439"
"388","7.212273459584251","7.212273459584251","7.212273459584251"
"389","7.576301533505901","7.576301533505901","7.576301533505901"
"390","8.400215198104682","8.400215198104682","8.400215198104682"
"391","6.048906267873193","6.048906267873193","6.048906267873193"
"392","7.601953780718644","7.601953780718644","7.601953780718644"
"393","7.990086983915997","7.990086983915997","7.990086983915997"
"394","7.26238463504356","7.26238463504356","7.26238463504356"
"395","6.564095908611382","6.564095908611382","6.564095908611382"
"396","7.821853755743554","7.821853755743554","7.821853755743554"
"397","7.704632717427766","7.704632717427766","7.704632717427766"
"398","9.337667171376443","9.337667171376443","9.337667171376443"
"399","7.4334076568437135","7.4334076568437135","7.4334076568437135"
"400","6.865833582672841","6.865833582672841","6.865833582672841"
"401","7.425853793766693","7.425853793766693","7.425853793766693"
"402","8.214055728272447","8.214055728272447","8.214055728272447"
"403","7.617115658272853","7.617115658272853","7.617115658272853"
"404","8.335914104595586","8.335914104595586","8.335914104595586"
"405","6.8557134711154015","6.8557134711154015","6.8557134711154015"
"406","8.444023797392617","8.444023797392617","8.444023797392617"
"407","7.762706019646668","7.762706019646668","7.762706019646668"
"408","6.732432290824744","6.732432290824744","6.732432290824744"
"409","8.042381616922246","8.042381616922246","8.042381616922246"
"410","9.609049738939047","9.609049738939047","9.609049738939047"
"411","7.754809876336659","7.754809876336659","7.754809876336659"
"412","9.10489082643299","9.10489082643299","9.10489082643299"
"413","8.028713038039497","8.028713038039497","8.028713038039497"
"414","7.033117991910484","7.033117991910484","7.033117991910484"
"415","7.759516159227687","7.759516159227687","7.759516159227687"
"416","6.811439506896423","6.811439506896423","6.811439506896423"
"417","8.20350901484274","8.20350901484274","8.20350901484274"
"418","6.813726301192626","6.813726301192626","6.813726301192626"
"419","6.8529387198372405","6.8529387198372405","6.8529387198372405"
"420","7.348642745517524","7.348642745517524","7.348642745517524"
"421","6.521698870298564","6.521698870298564","6.521698870298564"
"422","8.56756381487427","8.56756381487427","8.56756381487427"
"423","8.347932963545542","8.347932963545542","8.347932963545542"
"424","6.7176181129985855","6.7176181129985855","6.7176181129985855"
"425","8.115174704019642","8.115174704019642","8.115174704019642"
"426","8.923513698528057","8.923513698528057","8.923513698528057"
"427","6.430317110179715","6.430317110179715","6.430317110179715"
"428","7.1543306307568955","7.1543306307568955","7.1543306307568955"
"429","8.682294296370793","8.682294296370793","8.682294296370793"
"430","7.988960778526421","7.988960778526421","7.988960778526421"
"431","6.887466878137729","6.887466878137729","6.887466878137729"
"432","6.814300912502922","6.814300912502922","6.814300912502922"
"433","7.390548177711818","7.390548177711818","7.390548177711818"
"434","6.502031329976603","6.502031329976603","6.502031329976603"
"435","7.142484138765516","7.142484138765516","7.142484138765516"
"436","7.166346724429973","7.166346724429973","7.166346724429973"
"437","8.51421495621605","8.51421495621605","8.51421495621605"
"438","7.4109039552805465","7.4109039552805465","7.4109039552805465"
"439","7.667943969988874","7.667943969988874","7.667943969988874"
"440","8.703046312122906","8.703046312122906","8.703046312122906"
"441","7.713279110934353","7.713279110934353","7.713279110934353"
"442","7.814044648181547","7.814044648181547","7.814044648181547"
"443","7.060374644351515","7.060374644351515","7.060374644351515"
"444","9.42675247651336","9.42675247651336","9.42675247651336"
"445","8.990210950375568","8.990210950375568","8.990210950375568"
"446","7.758621566197763","7.758621566197763","7.758621566197763"
"447","8.445976524605584","8.445976524605584","8.445976524605584"
"448","7.48774791062678","7.48774791062678","7.48774791062678"
"449","6.680390566415437","6.680390566415437","6.680390566415437"
"450","6.865037038414012","6.865037038414012","6.865037038414012"
"451","7.159099410719653","7.159099410719653","7.159099410719653"
"452","8.52674851287916","8.52674851287916","8.52674851287916"
"453","8.937789016956824","8.937789016956824","8.937789016956824"
"454","9.086349165986114","9.086349165986114","9.086349165986114"
"455","7.664816934957157","7.664816934957157","7.664816934957157"
"456","6.8534225217099625","6.8534225217099625","6.8534225217099625"
"457","8.006941093722768","8.006941093722768","8.006941093722768"
"458","8.704068767444864","8.704068767444864","8.704068767444864"
"459","8.561049771156519","8.561049771156519","8.561049771156519"
"460","8.222726644562298","8.222726644562298","8.222726644562298"
"461","8.30228428334399","8.30228428334399","8.30228428334399"
"462","8.014906472751882","8.014906472751882","8.014906472751882"
"463","6.175845949000346","6.175845949000346","6.175845949000346"
"464","6.806779781021603","6.806779781021603","6.806779781021603"
"465","7.988091973268649","7.988091973268649","7.988091973268649"
"466","8.59133159194764","8.59133159194764","8.59133159194764"
"467","7.271603318021056","7.271603318021056","7.271603318021056"
"468","7.395301703385686","7.395301703385686","7.395301703385686"
"469","7.439471469079292","7.439471469079292","7.439471469079292"
"470","6.955588682932751","6.955588682932751","6.955588682932751"
"471","8.506817678684024","8.506817678684024","8.506817678684024"
"472","8.595078548194195","8.595078548194195","8.595078548194195"
"473","6.616227602758576","6.616227602758576","6.616227602758576"
"474","8.023406056391437","8.023406056391437","8.023406056391437"
"475","8.631487748557243","8.631487748557243","8.631487748557243"
"476","8.013408950587287","8.013408950587287","8.013408950587287"
"477","7.7027980413231","7.7027980413231","7.7027980413231"
"478","7.677844498096104","7.677844498096104","7.677844498096104"
"479","8.607128160066914","8.607128160066914","8.607128160066914"
"480","7.945710613090512","7.945710613090512","7.945710613090512"
