"Step","ctrl_cost 0.5 ant box weight 1 - valid_returns","ctrl_cost 0.5 ant box weight 1 - valid_returns__MIN","ctrl_cost 0.5 ant box weight 1 - valid_returns__MAX"
"442","-61.55739212036133","-61.55739212036133","-61.55739212036133"
"443","-61.3662223815918","-61.3662223815918","-61.3662223815918"
"444","-57.1778678894043","-57.1778678894043","-57.1778678894043"
"445","-57.34785079956055","-57.34785079956055","-57.34785079956055"
"446","-55.995635986328125","-55.995635986328125","-55.995635986328125"
"447","-55.278045654296875","-55.278045654296875","-55.278045654296875"
"448","-54.73985290527344","-54.73985290527344","-54.73985290527344"
"449","-52.391441345214844","-52.391441345214844","-52.391441345214844"
"450","-54.78475570678711","-54.78475570678711","-54.78475570678711"
"451","-52.53385925292969","-52.53385925292969","-52.53385925292969"
"452","-52.29844665527344","-52.29844665527344","-52.29844665527344"
"453","-48.90961837768555","-48.90961837768555","-48.90961837768555"
"454","-48.55873489379883","-48.55873489379883","-48.55873489379883"
"455","-47.4648323059082","-47.4648323059082","-47.4648323059082"
"456","-46.12019348144531","-46.12019348144531","-46.12019348144531"
"457","-44.60098648071289","-44.60098648071289","-44.60098648071289"
"458","-43.43214797973633","-43.43214797973633","-43.43214797973633"
"459","-43.600765228271484","-43.600765228271484","-43.600765228271484"
"460","-43.0583381652832","-43.0583381652832","-43.0583381652832"
"461","-40.2949104309082","-40.2949104309082","-40.2949104309082"
"462","-39.81454086303711","-39.81454086303711","-39.81454086303711"
"463","-37.629764556884766","-37.629764556884766","-37.629764556884766"
"464","-36.885231018066406","-36.885231018066406","-36.885231018066406"
"465","-36.49959945678711","-36.49959945678711","-36.49959945678711"
"466","-35.743919372558594","-35.743919372558594","-35.743919372558594"
"467","-33.7885627746582","-33.7885627746582","-33.7885627746582"
"468","-29.914155960083008","-29.914155960083008","-29.914155960083008"
"469","-29.171689987182617","-29.171689987182617","-29.171689987182617"
"470","-27.707578659057617","-27.707578659057617","-27.707578659057617"
"471","-27.410480499267578","-27.410480499267578","-27.410480499267578"
"472","-27.140087127685547","-27.140087127685547","-27.140087127685547"
"473","-25.9854679107666","-25.9854679107666","-25.9854679107666"
"474","-24.588180541992188","-24.588180541992188","-24.588180541992188"
"475","-23.529502868652344","-23.529502868652344","-23.529502868652344"
"476","-22.77008056640625","-22.77008056640625","-22.77008056640625"
"477","-20.538782119750977","-20.538782119750977","-20.538782119750977"
"478","-18.749338150024414","-18.749338150024414","-18.749338150024414"
"479","-17.383747100830078","-17.383747100830078","-17.383747100830078"
"480","-15.957414627075195","-15.957414627075195","-15.957414627075195"
"481","-13.578591346740723","-13.578591346740723","-13.578591346740723"
"482","-11.4629545211792","-11.4629545211792","-11.4629545211792"
"483","-12.046420097351074","-12.046420097351074","-12.046420097351074"
"484","-9.36213493347168","-9.36213493347168","-9.36213493347168"
"485","-9.309415817260742","-9.309415817260742","-9.309415817260742"
"486","-7.017569541931152","-7.017569541931152","-7.017569541931152"
"487","-5.291835784912109","-5.291835784912109","-5.291835784912109"
"488","-3.976459264755249","-3.976459264755249","-3.976459264755249"
"489","-2.5268666744232178","-2.5268666744232178","-2.5268666744232178"
"490","-0.882199227809906","-0.882199227809906","-0.882199227809906"
"491","0.23947009444236755","0.23947009444236755","0.23947009444236755"
"492","2.8062806129455566","2.8062806129455566","2.8062806129455566"
"493","3.639833450317383","3.639833450317383","3.639833450317383"
"494","5.097204208374023","5.097204208374023","5.097204208374023"
"495","6.457408428192139","6.457408428192139","6.457408428192139"
"496","8.157713890075684","8.157713890075684","8.157713890075684"
"497","8.590799331665039","8.590799331665039","8.590799331665039"
"498","10.818119049072266","10.818119049072266","10.818119049072266"
"499","11.304638862609863","11.304638862609863","11.304638862609863"
